746106,38923761,2018-04-12 10:17:00,04/12/2018 10:17:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,UNIVERSITY AVE,192 ST W,INTERSECTION,,,,Closed,,04/12/2018 01:45:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
746107,38921652,2018-04-12 10:17:00,04/12/2018 10:17:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11360,,,,,15 DRIVE,208 PLACE,INTERSECTION,Bayside,,,Closed,,04/11/2018 10:17:00 AM,Unspecified QUEENS,QUEENS,1044155.0,224655.0,Unspecified,QUEENS,,,,,,,,40.78309927768119,-73.78368564189901,"(40.78309927768119, -73.78368564189901)"
746108,38921563,2018-04-12 10:17:00,04/14/2018 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11105,19-23 23 DRIVE,23 DRIVE,19 STREET,21 STREET,,,ADDRESS,Astoria,,,Closed,,04/14/2018 12:00:00 AM,01 QUEENS,QUEENS,1006205.0,222731.0,Unspecified,QUEENS,,,,,,,,40.77799415543445,-73.92072759448725,"(40.77799415543445, -73.92072759448725)"
746109,38920033,2018-04-12 10:17:00,04/12/2018 10:17:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11360,,,,,28 AVENUE,200 STREET,INTERSECTION,Bayside,,,Closed,,04/11/2018 10:17:00 AM,Unspecified QUEENS,QUEENS,1042208.0,220796.0,Unspecified,QUEENS,,,,,,,,40.772520352253025,-73.79074943413133,"(40.77252035225302, -73.79074943413133)"
746110,38919645,2018-04-12 10:17:15,04/12/2018 10:17:15 AM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11435,147-40 ARCHER AVENUE,ARCHER AVENUE,,,,,ADDRESS,Jamaica,,,Closed,,04/12/2018 12:00:00 AM,12 QUEENS,QUEENS,1037889.0,194669.0,Unspecified,QUEENS,,,,,,,,40.700835637070725,-73.80655093855829,"(40.700835637070725, -73.80655093855829)"
746111,38920106,2018-04-12 10:17:33,04/17/2018 10:10:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10467,,,,,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,INTERSECTION,BRONX,,,Closed,,04/17/2018 10:10:00 AM,Unspecified BRONX,BRONX,1016374.0,260077.0,Unspecified,BRONX,,,,,,,,40.88046702754135,-73.88383183457583,"(40.88046702754135, -73.88383183457583)"
746112,38921310,2018-04-12 10:17:50,04/30/2018 09:16:42 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,10027,2276 12 AVENUE,12 AVENUE,HENRY HUDSON PARKWAY ET 12 NB,WEST 125 STREET,,,ADDRESS,NEW YORK,,,Closed,05/02/2018 10:17:50 AM,04/30/2018 09:16:42 AM,09 MANHATTAN,MANHATTAN,995086.0,237225.0,Unspecified,MANHATTAN,,,,,,,,40.81779686098951,-73.9608513113337,"(40.81779686098951, -73.9608513113337)"
746113,38924359,2018-04-12 10:18:00,04/13/2018 07:26:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11414,160-11 80 STREET,80 STREET,160 AVENUE,161 AVENUE,,,ADDRESS,Howard Beach,,,Closed,,04/13/2018 07:26:00 AM,10 QUEENS,QUEENS,1025425.0,178073.0,Unspecified,QUEENS,,,,,,,,40.655350210137456,-73.85160365354331,"(40.655350210137456, -73.85160365354332)"
746114,38923225,2018-04-12 10:18:00,04/19/2018 12:25:00 PM,DSNY,Department of Sanitation,Electronics Waste,Recycling Electronics,Sidewalk,11207,2 VAN SICLEN COURT,VAN SICLEN COURT,DEAD END,JAMAICA AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/19/2018 12:25:00 PM,05 BROOKLYN,BROOKLYN,1014109.0,187418.0,Unspecified,BROOKLYN,,,,,,,,40.68104552002791,-73.8923455297807,"(40.68104552002791, -73.8923455297807)"
746115,38923202,2018-04-12 10:18:00,04/12/2018 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11203,5201 FOSTER AVENUE,FOSTER AVENUE,EAST 52 STREET,EAST 53 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,04/12/2018 10:18:00 AM,17 BROOKLYN,BROOKLYN,1004595.0,172438.0,Unspecified,BROOKLYN,,,,,,,,40.63995571730616,-73.92669274919795,"(40.63995571730616, -73.92669274919795)"
746116,38920841,2018-04-12 10:18:00,04/12/2018 10:18:00 AM,DOT,Department of Transportation,Street Light Condition,Glassware Broken,,11358,,,,,30 AVENUE,UTOPIA PARKWAY,INTERSECTION,Flushing,,,Closed,,04/11/2018 10:18:00 AM,Unspecified QUEENS,QUEENS,1041758.0,219689.0,Unspecified,QUEENS,,,,,,,,40.76948487347053,-73.79238357292729,"(40.769484873470525, -73.79238357292729)"
746117,38919973,2018-04-12 10:18:00,04/13/2018 12:00:00 PM,DSNY,BCC - Queens East,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11413,135-55 231 STREET,231 STREET,135 AVENUE,137 AVENUE,,,ADDRESS,Springfield Gardens,,DSNY Garage,Closed,,04/13/2018 12:00:00 PM,13 QUEENS,QUEENS,1056320.0,184558.0,Unspecified,QUEENS,,,,,,,,40.67295246715551,-73.74018802970015,"(40.672952467155504, -73.74018802970016)"
746118,38918481,2018-04-12 10:18:00,04/12/2018 10:18:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,FRANCIS LEWIS BOULEVARD,138 AVENUE,INTERSECTION,Springfield Gardens,,,Closed,,04/11/2018 10:18:00 AM,Unspecified QUEENS,QUEENS,1055644.0,183776.0,Unspecified,QUEENS,,,,,,,,40.67081153913816,-73.74263327475181,"(40.670811539138164, -73.74263327475182)"
746119,38918473,2018-04-12 10:18:00,04/12/2018 12:00:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11236,EAST  102 STREET,EAST  102 STREET,AVENUE K,AVENUE L,,,BLOCKFACE,BROOKLYN,,DSNY Garage,Pending,,04/12/2018 10:18:00 AM,18 BROOKLYN,BROOKLYN,1014128.0,173188.0,Unspecified,BROOKLYN,,,,,,,,40.641987277278226,-73.8923400825378,"(40.64198727727823, -73.8923400825378)"
746120,38921784,2018-04-12 10:18:00,04/12/2018 12:34:36 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11101,24-15 QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,24 STREET,ED KOCH QUEENSBORO BRIDGE,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,04/12/2018 06:18:00 PM,04/12/2018 12:34:36 PM,01 QUEENS,QUEENS,1000708.0,212937.0,Unspecified,QUEENS,,,,,,,,40.751124104765736,-73.9405994568162,"(40.751124104765736, -73.9405994568162)"
746121,38920508,2018-04-12 10:18:07,04/12/2018 10:18:46 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,,,,,,,,,,
746122,38924417,2018-04-12 10:18:08,04/12/2018 02:53:21 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11105,22-31 33 STREET,33 STREET,DITMARS BOULEVARD,AMTRAK RAILROAD,,,ADDRESS,ASTORIA,,Precinct,Closed,04/12/2018 06:18:08 PM,04/12/2018 02:53:21 PM,01 QUEENS,QUEENS,1009083.0,221556.0,Unspecified,QUEENS,,,,,,,,40.77476147396881,-73.91034041639864,"(40.77476147396881, -73.91034041639864)"
746123,42472924,2018-04-12 10:18:24,06/16/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,,315 WEST 115 STREET,WEST 115 STREET,,,,,,,,,Closed,,06/16/2018 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
746124,38922093,2018-04-12 10:18:27,04/13/2018 09:33:10 AM,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Account Information,Property Address,11436,,,,,,,ADDRESS,JAMAICA,,,Closed,04/17/2018 10:18:27 AM,04/13/2018 09:33:10 AM,12 QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
746125,38925338,2018-04-12 10:18:34,04/12/2018 09:18:35 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11216,646 PARK PLACE,PARK PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/12/2018 06:18:34 PM,04/12/2018 09:18:35 PM,08 BROOKLYN,BROOKLYN,996398.0,184859.0,Unspecified,BROOKLYN,,,,,,,,40.67406366919582,-73.95620585673407,"(40.67406366919581, -73.95620585673406)"
746126,38924220,2018-04-12 10:18:43,01/22/2019 12:24:39 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11418,84-08 114 STREET,114 STREET,BESSEMER STREET,85 AVENUE,,,ADDRESS,RICHMOND HILL,,,Closed,04/19/2018 10:18:43 AM,01/22/2019 12:24:20 PM,09 QUEENS,QUEENS,1029476.0,195205.0,Unspecified,QUEENS,,,,,,,,40.70235382532109,-73.8368887481344,"(40.70235382532109, -73.83688874813441)"
746127,38926252,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,FRANCIS LEWIS BOULEVARD,131 AVENUE,INTERSECTION,Springfield Gardens,,,Closed,,04/11/2018 10:19:00 AM,Unspecified QUEENS,QUEENS,1057021.0,186871.0,Unspecified,QUEENS,,,,,,,,40.679295367537634,-73.73763596915745,"(40.67929536753763, -73.73763596915745)"
746128,38925481,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,147 AVENUE,227 STREET,INTERSECTION,Springfield Gardens,,,Closed,,04/11/2018 10:19:00 AM,Unspecified QUEENS,QUEENS,1052271.0,179264.0,Unspecified,QUEENS,,,,,,,,40.658453706619404,-73.7548379882613,"(40.65845370661941, -73.75483798826129)"
746129,38925213,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,148 AVENUE,230 STREET,INTERSECTION,Springfield Gardens,,,Closed,,04/11/2018 10:19:00 AM,Unspecified QUEENS,QUEENS,1052769.0,178511.0,Unspecified,QUEENS,,,,,,,,40.65638305546481,-73.75305075189483,"(40.65638305546481, -73.75305075189483)"
746130,38922102,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,MORRIS AVE,158 ST E,INTERSECTION,,,,Closed,,04/12/2018 10:19:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
746131,38921653,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,135 AVENUE,233 STREET,INTERSECTION,Springfield Gardens,,,Closed,,04/11/2018 10:19:00 AM,Unspecified QUEENS,QUEENS,1056943.0,184666.0,Unspecified,QUEENS,,,,,,,,40.673243807851314,-73.73794096656697,"(40.673243807851314, -73.73794096656697)"
746132,38921393,2018-04-12 10:19:00,04/12/2018 10:19:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,HUNT AVE,RHINELANDER AVE,INTERSECTION,,,,Closed,,04/12/2018 01:19:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
746133,38920807,2018-04-12 10:19:00,04/13/2018 12:42:00 PM,DSNY,Department of Sanitation,Electronics Waste,Recycling Electronics,Sidewalk,10314,184 WOOLLEY AVENUE,WOOLLEY AVENUE,GARRISON AVENUE,LATHROP AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,04/13/2018 12:42:00 PM,01 STATEN ISLAND,STATEN ISLAND,945672.0,165038.0,Unspecified,STATEN ISLAND,,,,,,,,40.61958365577968,-74.13896214509232,"(40.61958365577968, -74.13896214509231)"
746134,38918282,2018-04-12 10:19:00,04/17/2018 03:07:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11217,65 4 AVENUE,4 AVENUE,BERGEN STREET,ST MARKS PLACE,,,ADDRESS,BROOKLYN,,,Closed,,04/19/2018 12:00:00 AM,06 BROOKLYN,BROOKLYN,989862.0,187837.0,Unspecified,BROOKLYN,,,,,,,,40.68224416161753,-73.97976598012049,"(40.68224416161753, -73.9797659801205)"
746135,38920225,2018-04-12 10:19:18,04/12/2018 03:30:45 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11225,323 HAWTHORNE STREET,HAWTHORNE STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/12/2018 06:19:18 PM,04/12/2018 03:30:45 PM,09 BROOKLYN,BROOKLYN,998286.0,178973.0,Unspecified,BROOKLYN,,,,,,,,40.65790511753756,-73.94941177874458,"(40.65790511753756, -73.94941177874458)"
746136,38921222,2018-04-12 10:19:24,05/01/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11238,439 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,05/01/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,993888.0,188996.0,Unspecified,BROOKLYN,,,,,,,,40.68542188389426,-73.96524861362118,"(40.68542188389426, -73.96524861362118)"
746137,38920028,2018-04-12 10:19:27,04/17/2018 09:24:41 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,357 EAST  201 STREET,EAST  201 STREET,,,,,ADDRESS,BRONX,,,Closed,,04/17/2018 09:24:41 AM,07 BRONX,BRONX,1016711.0,256113.0,Unspecified,BRONX,,,,,,,,40.86958584547678,-73.88263236892325,"(40.86958584547678, -73.88263236892325)"
746138,38920612,2018-04-12 10:19:30,04/12/2018 09:18:34 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,266 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,04/12/2018 09:18:34 PM,07 BRONX,BRONX,1015771.0,256481.0,Unspecified,BRONX,,,,,,,,40.87059929894071,-73.8860293453483,"(40.87059929894071, -73.88602934534832)"
746139,38921090,2018-04-12 10:19:32,04/24/2018 06:45:50 AM,DOF,Personal Exemption Unit,DOF Property - Reduction Issue,Personal SCHE Exemption,Co-Op Unit,11357,,,,,,,ADDRESS,WHITESTONE,,,Closed,04/17/2018 10:19:32 AM,04/24/2018 06:45:50 AM,07 QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
746140,38918825,2018-04-12 10:19:42,04/12/2018 11:33:52 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11354,144-55 29 AVENUE,29 AVENUE,PARSONS BOULEVARD,146 STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,04/12/2018 06:19:42 PM,04/12/2018 11:33:52 AM,07 QUEENS,QUEENS,1032955.0,220716.0,Unspecified,QUEENS,,,,,,,,40.77235659876804,-73.82415678763569,"(40.772356598768035, -73.82415678763569)"
746141,38918392,2018-04-12 10:19:49,04/12/2018 12:10:48 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10465,1019 WILCOX AVENUE,WILCOX AVENUE,BARKLEY AVENUE,LAYTON AVENUE,,,ADDRESS,BRONX,,,Closed,04/22/2018 10:19:49 AM,04/12/2018 12:10:48 PM,10 BRONX,BRONX,1034230.0,243234.0,Unspecified,BRONX,,,,,,,,40.834155076944405,-73.8193859486479,"(40.83415507694441, -73.8193859486479)"
746142,38925414,2018-04-12 10:20:00,04/13/2018 12:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11215,251 7 STREET,7 STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,,Closed,,04/13/2018 12:45:00 PM,06 BROOKLYN,BROOKLYN,987454.0,184076.0,Unspecified,BROOKLYN,,,,,,,,40.67192226519735,-73.98844979219159,"(40.67192226519735, -73.9884497921916)"
746143,38924354,2018-04-12 10:20:00,04/12/2018 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,RHINELANDER AVE,WHITE PLAINS RD,INTERSECTION,,,,Closed,,04/12/2018 01:43:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
746144,38923996,2018-04-12 10:20:00,04/14/2018 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11385,1660 PUTNAM AVENUE,PUTNAM AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,,,ADDRESS,Ridgewood,,,Closed,,04/14/2018 12:00:00 PM,05 QUEENS,QUEENS,1009891.0,194127.0,Unspecified,QUEENS,,,,,,,,40.69947339309569,-73.907527677236,"(40.69947339309569, -73.907527677236)"
746145,38923260,2018-04-12 10:20:00,04/12/2018 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364,,,,,229 STREET,53 AVENUE,INTERSECTION,Oakland Gardens,,,Closed,,04/11/2018 10:20:00 AM,Unspecified QUEENS,QUEENS,1052909.0,214691.0,Unspecified,QUEENS,,,,,,,,40.75568713016602,-73.75217727548076,"(40.755687130166024, -73.75217727548076)"
746146,38922447,2018-04-12 10:20:00,04/12/2018 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,11364,,,,,CLOVERDALE BOULEVARD,76 ROAD,INTERSECTION,Oakland Gardens,,,Closed,,04/11/2018 10:20:00 AM,Unspecified QUEENS,QUEENS,1055232.0,209017.0,Unspecified,QUEENS,,,,,,,,40.74009515005742,-73.74385240638358,"(40.74009515005742, -73.74385240638358)"
746147,38921591,2018-04-12 10:20:00,04/13/2018 12:00:00 PM,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11432,151-20 JAMAICA AVENUE,JAMAICA AVENUE,150 STREET,153 STREET,,,ADDRESS,Jamaica,,,Closed,,04/13/2018 12:00:00 PM,12 QUEENS,QUEENS,1038842.0,195277.0,Unspecified,QUEENS,,,,,,,,40.702498622485436,-73.80310902678437,"(40.702498622485436, -73.80310902678436)"
746148,38921103,2018-04-12 10:20:00,04/16/2018 12:00:00 PM,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11432,168-30 89 AVENUE,89 AVENUE,168 PLACE,169 STREET,,,ADDRESS,Jamaica,,,Closed,,04/16/2018 12:00:00 PM,12 QUEENS,QUEENS,1041662.0,197636.0,Unspecified,QUEENS,,,,,,,,40.70895565643271,-73.7929183664057,"(40.7089556564327, -73.79291836640571)"
746149,38919518,2018-04-12 10:20:00,04/13/2018 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222,100 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/13/2018 12:00:00 PM,01 BROOKLYN,BROOKLYN,996033.0,206770.0,Unspecified,BROOKLYN,,,,,,,,40.73420469567921,-73.95748336054498,"(40.73420469567921, -73.95748336054498)"
746150,38919146,2018-04-12 10:20:00,04/17/2018 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11413,134-26 225 STREET,225 STREET,MERRICK BOULEVARD,135 AVENUE,,,ADDRESS,Springfield Gardens,,,Closed,,04/17/2018 12:00:00 AM,13 QUEENS,QUEENS,1054942.0,186050.0,Unspecified,QUEENS,,,,,,,,40.67705876490479,-73.74514003524695,"(40.677058764904785, -73.74514003524695)"
746151,38918489,2018-04-12 10:20:00,04/12/2018 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11361,,,,,223 STREET,39 AVENUE,INTERSECTION,Bayside,,,Closed,,04/11/2018 10:20:00 AM,Unspecified QUEENS,QUEENS,1050487.0,218866.0,Unspecified,QUEENS,,,,,,,,40.76716486557058,-73.7608782354292,"(40.76716486557058, -73.7608782354292)"
746152,38918387,2018-04-12 10:20:00,04/12/2018 12:00:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11214,2143 77 STREET,77 STREET,21 AVENUE,BAY PARKWAY,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,04/12/2018 10:20:00 AM,11 BROOKLYN,BROOKLYN,987091.0,160697.0,Unspecified,BROOKLYN,,,,,,,,40.60775204088429,-73.98976822741321,"(40.6077520408843, -73.9897682274132)"
746153,38918283,2018-04-12 10:20:00,04/15/2018 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10314,121 MOUNTAINVIEW AVENUE,MOUNTAINVIEW AVENUE,PURDY AVENUE,NORTH GANNON AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,04/15/2018 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,949151.0,161365.0,Unspecified,STATEN ISLAND,,,,,,,,40.60951650568315,-74.12641133462803,"(40.609516505683146, -74.12641133462803)"
746154,38924473,2018-04-12 10:20:17,04/16/2018 03:51:39 PM,DFTA,HealthCare Connections,Housing Options,Other Housing Options,Senior Address,11207,,,,,,,ADDRESS,BROOKLYN,,,Closed,04/26/2018 10:20:17 AM,04/16/2018 03:51:39 PM,05 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
746155,40838160,2018-04-12 10:20:24,04/13/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,11221,1233 MADISON STREET,MADISON STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/13/2018 12:00:00 AM,04 BROOKLYN,BROOKLYN,1008205.0,192324.0,Unspecified,BROOKLYN,,,,,,,,40.69452930452839,-73.91361451677841,"(40.69452930452838, -73.91361451677841)"
746156,38925507,2018-04-12 10:20:37,04/23/2018 08:07:12 AM,DOF,Personal Exemption Unit,DOF Property - Reduction Issue,Personal SCHE Exemption,"1-, 2- and 3- Family Home",11226,,,,,,,ADDRESS,BROOKLYN,,,Closed,04/17/2018 10:20:37 AM,04/23/2018 08:07:12 AM,09 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
746157,38920553,2018-04-12 10:20:46,04/12/2018 09:13:31 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11421,87-13 ATLANTIC AVENUE,ATLANTIC AVENUE,87 STREET,88 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,04/12/2018 06:20:46 PM,04/12/2018 09:13:31 PM,09 QUEENS,QUEENS,1024562.0,189424.0,Unspecified,QUEENS,,,,,,,,40.68651009244629,-73.85464605147823,"(40.68651009244629, -73.85464605147824)"
746158,38922286,2018-04-12 10:21:00,04/13/2018 02:20:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11210,2524 AVENUE M,AVENUE M,BEDFORD AVE,E 26 ST,,,ADDRESS,BROOKLYN,,,Closed,,04/13/2018 02:20:00 AM,14 BROOKLYN,BROOKLYN,998146.0,164838.0,Unspecified,BROOKLYN,,,,,,,,40.619107789566776,-73.94994547418683,"(40.61910778956678, -73.94994547418683)"
746159,38923911,2018-04-12 10:21:00,04/13/2018 12:00:00 PM,DSNY,Manhattan 02,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10013,135 MOTT STREET,MOTT STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,04/13/2018 12:00:00 PM,02 MANHATTAN,MANHATTAN,985146.0,201027.0,Unspecified,MANHATTAN,,,,,,,,40.718449360941456,-73.9967677245088,"(40.71844936094145, -73.9967677245088)"
746160,38921564,2018-04-12 10:21:00,04/20/2018 07:10:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11419,103-23 113 STREET,113 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,South Richmond Hill,,,Closed,,04/20/2018 07:10:00 AM,10 QUEENS,QUEENS,1031471.0,189235.0,Unspecified,QUEENS,,,,,,,,40.68595716798527,-73.82973548667519,"(40.685957167985265, -73.82973548667518)"
746161,38920824,2018-04-12 10:21:00,04/12/2018 10:21:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,GRAND CENTRAL PKWY,GRAND CENTRAL PKWY,CROSS ISL PKWY,,,,BLOCKFACE,,,,Closed,,04/11/2018 10:21:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
746162,38919234,2018-04-12 10:21:00,04/13/2018 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E1 Improper Disposal,Sidewalk,10028,1202 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 81 STREET,EAST 82 STREET,,,ADDRESS,NEW YORK,,,Closed,,04/13/2018 12:00:00 PM,08 MANHATTAN,MANHATTAN,995977.0,222242.0,Unspecified,MANHATTAN,,,,,,,,40.77667146695328,-73.95765844028679,"(40.776671466953275, -73.9576584402868)"
746163,38924986,2018-04-12 10:21:39,07/17/2018 02:07:06 PM,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11378,56 ROAD,56 ROAD,59 STREET,59 PLACE,,,BLOCKFACE,MASPETH,,,Closed,10/09/2018 01:35:54 PM,07/17/2018 02:07:06 PM,05 QUEENS,QUEENS,1009649.0,203305.0,Unspecified,QUEENS,,,,,,,,40.724665502804186,-73.90836580608325,"(40.72466550280419, -73.90836580608325)"
746164,38920502,2018-04-12 10:21:48,04/12/2018 11:55:24 AM,DOT,Department of Transportation,Street Condition,Guard Rail - Street,Street,11375,78-14 AUSTIN STREET,AUSTIN STREET,77 ROAD,78 AVENUE,,,ADDRESS,FOREST HILLS,,,Closed,08/10/2018 10:21:48 AM,04/12/2018 11:55:24 AM,06 QUEENS,QUEENS,1030113.0,199386.0,Unspecified,QUEENS,,,,,,,,40.71382638225671,-73.8345628826294,"(40.71382638225671, -73.8345628826294)"
746165,38919748,2018-04-12 10:22:00,04/13/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Landmark Bldg - Illegal Work,,11238,439 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,04/13/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,993888.0,188996.0,Unspecified,BROOKLYN,,,,,,,,40.68542188389426,-73.96524861362118,"(40.68542188389426, -73.96524861362118)"
746166,39090425,2018-04-12 10:22:00,05/02/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11385,79-40 COOPER AVENUE,COOPER AVENUE,,,,,ADDRESS,Ridgewood,,,Closed,,05/02/2018 12:00:00 AM,05 QUEENS,QUEENS,1019852.0,197451.0,Unspecified,QUEENS,,,,,,,,40.708562513460905,-73.87158655662414,"(40.708562513460905, -73.87158655662414)"
