703269,38874641,2018-04-06 00:00:00,04/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,31 REDGRAVE AVENUE,REDGRAVE AVENUE,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,05/06/2018 11:27:35 AM,04/18/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,945828.0,141256.0,Unspecified,STATEN ISLAND,,,,,,,,40.554307565612184,-74.13826500151882,"(40.55430756561219, -74.13826500151882)"
703270,38872714,2018-04-06 00:00:00,04/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,27 REDGRAVE AVENUE,REDGRAVE AVENUE,SOUTH RAILROAD AVENUE,O'GORMAN AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,05/06/2018 11:22:05 AM,04/18/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,945808.0,141277.0,Unspecified,STATEN ISLAND,,,,,,,,40.55436511985317,-74.13833709253069,"(40.554365119853166, -74.13833709253068)"
703271,38877318,2018-04-06 00:00:00,04/02/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,184 MACDONOUGH STREET,MACDONOUGH STREET,,,,,LATLONG,BROOKLYN,,,Closed,05/06/2018 08:52:58 AM,04/02/2019 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1001129.0,187518.0,Unspecified,BROOKLYN,,,,,,,,40.68135426515516,-73.9391437119666,"(40.68135426515516, -73.9391437119666)"
703272,38875380,2018-04-06 00:00:00,04/02/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,192 MACDONOUGH STREET,MACDONOUGH STREET,,,,,LATLONG,BROOKLYN,,,Closed,05/06/2018 08:54:58 AM,04/02/2019 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1001216.0,187504.0,Unspecified,BROOKLYN,,,,,,,,40.68131567202058,-73.9388300736947,"(40.68131567202058, -73.9388300736947)"
703273,38879173,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11420,115-51 114TH PLACE,114TH PLACE,,,,,LATLONG,SOUTH OZONE PARK,,,Closed,05/06/2018 07:26:47 AM,04/06/2018 07:30:10 AM,Unspecified QUEENS,QUEENS,1033093.0,185403.0,Unspecified,QUEENS,,,,,,,,40.675430417128354,-73.82391483973423,"(40.675430417128354, -73.82391483973424)"
703274,38878756,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,10461,1028 NEILL AVENUE,NEILL AVENUE,PAULDING AVENUE,HONE AVENUE,,,ADDRESS,BRONX,,,Closed,05/06/2018 05:47:05 PM,04/06/2018 05:53:00 PM,11 BRONX,BRONX,1023441.0,249870.0,Unspecified,BRONX,,,,,,,,40.852423398035725,-73.8583355845979,"(40.852423398035725, -73.8583355845979)"
703275,38878337,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,355 LEFFERTS AVENUE,LEFFERTS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,05/06/2018 11:47:48 AM,04/06/2018 11:54:10 AM,09 BROOKLYN,BROOKLYN,998297.0,180630.0,Unspecified,BROOKLYN,,,,,,,,40.66245319927955,-73.94936868091855,"(40.662453199279554, -73.94936868091855)"
703276,38877649,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10029,20 EAST  109 STREET,EAST  109 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 02:06:26 PM,04/06/2018 02:12:35 PM,11 MANHATTAN,MANHATTAN,998459.0,229205.0,Unspecified,MANHATTAN,,,,,,,,40.79577939716626,-73.94868219328542,"(40.795779397166264, -73.94868219328542)"
703277,38876170,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10035,2129 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,LATLONG,NEW YORK,,,Closed,05/06/2018 03:38:09 PM,04/06/2018 03:41:13 PM,Unspecified MANHATTAN,MANHATTAN,1002080.0,233131.0,Unspecified,MANHATTAN,,,,,,,,40.80654862590062,-73.93559402017405,"(40.80654862590062, -73.93559402017404)"
703278,38875820,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10029,154 EAST  106 STREET,EAST  106 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 10:12:35 AM,04/06/2018 10:19:35 AM,11 MANHATTAN,MANHATTAN,999281.0,227828.0,Unspecified,MANHATTAN,,,,,,,,40.79199854526338,-73.94571650701847,"(40.79199854526338, -73.94571650701847)"
703279,38875672,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1954 1ST AVENUE,1ST AVENUE,,,,,LATLONG,NEW YORK,,,Closed,05/06/2018 11:25:24 AM,04/06/2018 11:28:43 AM,Unspecified MANHATTAN,MANHATTAN,1000201.0,225772.0,Unspecified,MANHATTAN,,,,,,,,40.78635376558173,-73.94239886943768,"(40.78635376558173, -73.94239886943767)"
703280,38875290,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10001,266 WEST   25 STREET,WEST   25 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 03:17:20 PM,04/06/2018 03:27:01 PM,04 MANHATTAN,MANHATTAN,985225.0,211108.0,Unspecified,MANHATTAN,,,,,,,,40.74611922267119,-73.99648127510598,"(40.74611922267119, -73.99648127510599)"
703281,38874792,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10025,318 WEST  104 STREET,WEST  104 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 12:08:41 PM,04/06/2018 12:15:50 PM,07 MANHATTAN,MANHATTAN,992575.0,230922.0,Unspecified,MANHATTAN,,,,,,,,40.80049959674224,-73.96993095791588,"(40.800499596742235, -73.96993095791588)"
703282,38874747,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10029,121 EAST  116 STREET,EAST  116 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 03:23:11 PM,04/06/2018 03:30:05 PM,11 MANHATTAN,MANHATTAN,1000223.0,230351.0,Unspecified,MANHATTAN,,,,,,,,40.79892184236161,-73.94230853443094,"(40.79892184236161, -73.94230853443094)"
703283,38874684,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,2050 8 AVENUE,8 AVENUE,WEST 111 STREET,WEST 112 STREET,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 05:03:42 PM,04/06/2018 05:10:35 PM,10 MANHATTAN,MANHATTAN,995984.0,231223.0,Unspecified,MANHATTAN,,,,,,,,40.80132188987707,-73.95761747685074,"(40.80132188987707, -73.95761747685073)"
703284,38865934,2018-04-06 00:00:00,04/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10024,42 WEST   88 STREET,WEST   88 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/06/2018 01:47:53 AM,04/06/2018 01:51:10 AM,07 MANHATTAN,MANHATTAN,992657.0,226046.0,Unspecified,MANHATTAN,,,,,,,,40.787116218278065,-73.96964088615401,"(40.78711621827806, -73.96964088615401)"
703285,38876955,2018-04-06 00:00:00,10/29/2018 12:59:25 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,11413,,,,,137 ROAD,218 STREET,INTERSECTION,Springfield Gardens,,,Closed,05/06/2018 04:26:01 AM,10/29/2018 12:59:25 PM,13 QUEENS,QUEENS,1052547.0,185418.0,Unspecified,QUEENS,,,,,,,,40.67534287624722,-73.75378088688828,"(40.67534287624722, -73.75378088688828)"
703286,38875143,2018-04-06 00:00:00,10/29/2018 01:02:14 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11429,220-16 100 DRIVE,100 DRIVE,220 STREET,221 STREET,,,ADDRESS,Queens Village,,,Closed,05/06/2018 08:03:09 PM,10/29/2018 01:02:14 PM,13 QUEENS,QUEENS,1058222.0,199828.0,Unspecified,QUEENS,,,,,,,,40.714849197923826,-73.73316368553331,"(40.71484919792383, -73.73316368553331)"
703287,38874242,2018-04-06 00:00:00,10/29/2018 01:00:54 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11422,137-33 233 STREET,233 STREET,137 AVENUE,FRANCIS LEWIS BOULEVARD,,,ADDRESS,Rosedale,,,Closed,05/06/2018 05:28:34 PM,10/29/2018 01:00:54 PM,13 QUEENS,QUEENS,1056544.0,183816.0,Unspecified,QUEENS,,,,,,,,40.6709140260573,-73.7393884737585,"(40.670914026057304, -73.7393884737585)"
703288,38871929,2018-04-06 00:00:00,10/29/2018 01:01:12 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11422,137-33 233 STREET,233 STREET,137 AVENUE,FRANCIS LEWIS BOULEVARD,,,ADDRESS,Rosedale,,,Closed,05/06/2018 05:35:05 PM,10/29/2018 01:01:12 PM,13 QUEENS,QUEENS,1056544.0,183816.0,Unspecified,QUEENS,,,,,,,,40.6709140260573,-73.7393884737585,"(40.670914026057304, -73.7393884737585)"
703289,38879154,2018-04-06 00:00:00,04/12/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10014,645 HUDSON STREET,HUDSON STREET,HORATIO STREET,GANSEVOORT STREET,,,ADDRESS,NEW YORK,,,Closed,04/20/2018 12:09:14 PM,04/12/2018 11:17:04 AM,02 MANHATTAN,MANHATTAN,982742.0,208573.0,Unspecified,MANHATTAN,,,,,,,,40.739161205201775,-74.00544172616294,"(40.739161205201775, -74.00544172616293)"
703290,38878931,2018-04-06 00:00:00,04/09/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Mixed Use Building,11234,2114 FLATBUSH AVENUE,FLATBUSH AVENUE,AVENUE N,EAST 45 STREET,,,ADDRESS,BROOKLYN,,,Closed,05/06/2018 10:42:05 AM,04/09/2018 12:00:00 AM,18 BROOKLYN,BROOKLYN,1003072.0,164565.0,Unspecified,BROOKLYN,,,,,,,,40.61834936608127,-73.93220238751692,"(40.61834936608127, -73.93220238751692)"
