311616,38429106,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025.0,MANHATTAN AVENUE,MANHATTAN AVENUE,WEST 100 STREET,WEST 101 STREET,,,BLOCKFACE,NEW YORK,,,Closed,03/11/2018 09:33:17 AM,02/12/2018 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,994202.0,228964.0,Unspecified,MANHATTAN,,,,,,,,40.795123737274224,-73.96405730399421,"(40.79512373727423, -73.9640573039942)"
311617,38427022,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029.0,,,,,FIRST AVENUE,EAST 104 STREET,INTERSECTION,NEW YORK,,,Closed,03/11/2018 11:19:15 PM,02/12/2018 12:00:00 AM,11 MANHATTAN,MANHATTAN,1000583.0,226488.0,Unspecified,MANHATTAN,,,,,,,,40.788318295823174,-73.94101767733214,"(40.788318295823174, -73.94101767733214)"
311618,38427020,2018-02-09 00:00:00,02/09/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10002.0,139 ELDRIDGE STREET,ELDRIDGE STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,,Closed,03/11/2018 07:44:55 AM,02/09/2018 07:52:59 AM,03 MANHATTAN,MANHATTAN,986608.0,201261.0,Unspecified,MANHATTAN,,,,,,,,40.71909136580401,-73.99149355018288,"(40.71909136580401, -73.99149355018288)"
311619,38426989,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467.0,,,,,PELHAM PARKWAY,BARKER AVENUE,INTERSECTION,BRONX,,,Closed,03/11/2018 11:58:41 AM,02/12/2018 12:00:00 AM,11 BRONX,BRONX,1020336.0,251797.0,Unspecified,BRONX,,,,,,,,40.857725668824756,-73.86954889364938,"(40.85772566882476, -73.86954889364937)"
311620,38425310,2018-02-09 00:00:00,02/13/2018 04:38:30 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225.0,410 EASTERN PARKWAY,EASTERN PARKWAY,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,03/11/2018 07:49:18 AM,02/13/2018 04:38:30 PM,09 BROOKLYN,BROOKLYN,996798.0,183410.0,Unspecified,BROOKLYN,,,,,,,,40.670085931603296,-73.95476653454561,"(40.670085931603296, -73.95476653454561)"
311621,38427617,2018-02-09 00:00:00,02/20/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Food Cart Vendor,11211.0,,,BUSHWICK AVENUE,GRAND STREET,GRAND STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,,Closed,03/26/2018 12:14:00 PM,02/20/2018 02:21:45 PM,01 BROOKLYN,BROOKLYN,1000693.0,198669.0,Unspecified,BROOKLYN,,,,,,,,40.711961980835476,-73.94068846295228,"(40.711961980835476, -73.94068846295228)"
311622,38430802,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10459.0,958 PROSPECT AVENUE,PROSPECT AVENUE,EAST 163 STREET,EAST 164 STREET,,,ADDRESS,BRONX,,,Closed,03/11/2018 10:53:59 PM,02/12/2018 12:00:00 AM,02 BRONX,BRONX,1011840.0,239058.0,Unspecified,BRONX,,,,,,,,40.82279148648049,-73.90031436062081,"(40.822791486480504, -73.90031436062081)"
311623,38430798,2018-02-09 00:00:00,02/20/2018 08:22:04 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10012.0,604 BROADWAY,BROADWAY,PRINCE STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,,,Closed,03/11/2018 09:33:46 PM,02/20/2018 08:22:04 PM,02 MANHATTAN,MANHATTAN,985088.0,203478.0,Unspecified,MANHATTAN,,,,,,,,40.72517676957647,-73.9969766514577,"(40.725176769576464, -73.9969766514577)"
311624,38430761,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10453.0,158 MORTON PLACE,MORTON PLACE,HARRISON AVENUE,UNIVERSITY AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 08:09:21 AM,02/12/2018 12:00:00 AM,05 BRONX,BRONX,1007903.0,249289.0,Unspecified,BRONX,,,,,,,,40.850884024027046,-73.9145030761884,"(40.85088402402705, -73.9145030761884)"
311625,38430760,2018-02-09 00:00:00,03/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,11209.0,545 73 STREET,73 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 10:54:29 PM,03/07/2018 12:00:00 AM,10 BROOKLYN,BROOKLYN,978446.0,168981.0,Unspecified,BROOKLYN,,,,,,,,40.63048845238368,-74.02091004576451,"(40.63048845238368, -74.02091004576452)"
311626,38430759,2018-02-09 00:00:00,02/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10006.0,137 BROADWAY,BROADWAY,CEDAR STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,,Closed,03/11/2018 09:29:41 AM,02/23/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,981279.0,197573.0,Unspecified,MANHATTAN,,,,,,,,40.70896850156921,-74.01071621055608,"(40.70896850156921, -74.01071621055608)"
311627,38430361,2018-02-09 00:00:00,02/13/2018 12:47:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11235.0,1906 AVENUE Y,AVENUE Y,EAST 19 STREET,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 04:36:00 PM,02/13/2018 12:47:18 PM,15 BROOKLYN,BROOKLYN,997938.0,154422.0,Unspecified,BROOKLYN,,,,,,,,40.590518322289476,-73.95071581619347,"(40.59051832228948, -73.95071581619347)"
311628,38430333,2018-02-09 00:00:00,02/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11207.0,296 ALABAMA AVENUE,ALABAMA AVENUE,BELMONT AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 09:11:43 AM,02/15/2018 12:00:00 AM,05 BROOKLYN,BROOKLYN,1012521.0,183094.0,Unspecified,BROOKLYN,,,,,,,,40.669182335976636,-73.89808908119687,"(40.669182335976636, -73.89808908119687)"
311629,38430317,2018-02-09 00:00:00,02/22/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306.0,42 NEPTUNE STREET,NEPTUNE STREET,DUSTAN STREET,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,03/11/2018 09:32:59 PM,02/22/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,956788.0,144964.0,Unspecified,STATEN ISLAND,,,,,,,,40.564526016941954,-74.09883955805294,"(40.564526016941954, -74.09883955805294)"
311630,38429942,2018-02-09 00:00:00,02/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11237.0,HIMROD STREET,HIMROD STREET,IRVING AVENUE,WYCKOFF AVENUE,,,BLOCKFACE,BROOKLYN,,,Closed,03/11/2018 10:39:45 PM,02/28/2018 12:00:00 AM,04 BROOKLYN,BROOKLYN,1007038.0,195109.0,Unspecified,BROOKLYN,,,,,,,,40.70217655888507,-73.91781347629055,"(40.70217655888507, -73.91781347629055)"
311631,38429908,2018-02-09 00:00:00,02/14/2018 01:05:51 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11221.0,683 MADISON STREET,MADISON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 09:24:52 AM,02/14/2018 01:05:51 PM,03 BROOKLYN,BROOKLYN,1003871.0,189643.0,Unspecified,BROOKLYN,,,,,,,,40.68718124991441,-73.9292514007937,"(40.687181249914424, -73.9292514007937)"
311632,38429697,2018-02-09 00:00:00,02/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11421.0,83-87A WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,,,,,LATLONG,WOODHAVEN,,,Closed,03/11/2018 08:22:44 PM,02/13/2018 12:00:00 AM,09 QUEENS,QUEENS,1025189.0,193788.0,Unspecified,QUEENS,,,,,,,,40.69848536920947,-73.85235874547617,"(40.69848536920947, -73.85235874547615)"
311633,38429521,2018-02-09 00:00:00,02/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11207.0,BLAKE AVENUE,BLAKE AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,,,BLOCKFACE,BROOKLYN,,,Closed,03/11/2018 07:25:30 PM,02/15/2018 12:00:00 AM,05 BROOKLYN,BROOKLYN,1013290.0,182577.0,Unspecified,BROOKLYN,,,,,,,,40.667760798240536,-73.8953192301262,"(40.66776079824054, -73.8953192301262)"
311634,38429520,2018-02-09 00:00:00,02/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11419.0,125-02 107 AVENUE,107 AVENUE,125 STREET,126 STREET,,,ADDRESS,South Richmond Hill,,,Closed,03/11/2018 06:21:39 PM,02/20/2018 12:00:00 AM,10 QUEENS,QUEENS,1034713.0,189186.0,Unspecified,QUEENS,,,,,,,,40.68580478446451,-73.81804622372519,"(40.68580478446451, -73.81804622372519)"
311635,38429457,2018-02-09 00:00:00,02/09/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10010.0,294 THIRD AVENUE,THIRD AVENUE,EAST 22 STREET,EAST 23 STREET,,,ADDRESS,NEW YORK,,,Closed,02/23/2018 08:03:26 AM,02/20/2018 02:12:47 PM,06 MANHATTAN,MANHATTAN,988866.0,208362.0,Unspecified,MANHATTAN,,,,,,,,40.738580986483434,-73.98334297787719,"(40.73858098648344, -73.98334297787719)"
311636,38429379,2018-02-09 00:00:00,02/15/2018 01:45:40 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11216.0,338 MADISON STREET,MADISON STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 07:30:20 AM,02/15/2018 01:45:40 PM,03 BROOKLYN,BROOKLYN,999485.0,188971.0,Unspecified,BROOKLYN,,,,,,,,40.68534540042473,-73.94506777494911,"(40.68534540042473, -73.94506777494911)"
311637,38429333,2018-02-09 00:00:00,02/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11377.0,41-34 55 STREET,55 STREET,ROOSEVELT AVENUE,QUEENS BOULEVARD,,,ADDRESS,Woodside,,,Closed,03/11/2018 01:36:52 PM,02/15/2018 12:00:00 AM,02 QUEENS,QUEENS,1009257.0,210418.0,Unspecified,QUEENS,,,,,,,,40.74419004234394,-73.90975361949356,"(40.74419004234394, -73.90975361949356)"
311638,38429211,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11213.0,1402 STERLING PLACE,STERLING PLACE,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 03:17:50 PM,02/12/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,1003050.0,183944.0,Unspecified,BROOKLYN,,,,,,,,40.671540572879096,-73.9322276263565,"(40.67154057287909, -73.93222762635648)"
311639,38428960,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11213.0,1256 STERLING PLACE,STERLING PLACE,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 03:39:25 PM,02/12/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,1001654.0,184042.0,Unspecified,BROOKLYN,,,,,,,,40.67181241531072,-73.93725983076834,"(40.67181241531072, -73.93725983076834)"
311640,38428701,2018-02-09 00:00:00,02/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11205.0,71 GRAND AVENUE,GRAND AVENUE,PARK AVENUE,MYRTLE AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 02:33:23 PM,02/27/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,994138.0,192534.0,Unspecified,BROOKLYN,,,,,,,,40.69513260256663,-73.96434200490859,"(40.69513260256663, -73.96434200490859)"
311641,38428686,2018-02-09 00:00:00,02/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468.0,41 WEST  184 STREET,WEST  184 STREET,DAVIDSON AVENUE,GRAND AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 09:52:08 AM,02/28/2018 12:00:00 AM,07 BRONX,BRONX,1010795.0,253018.0,Unspecified,BRONX,,,,,,,,40.86111078784546,-73.90403479772425,"(40.86111078784546, -73.90403479772425)"
311642,38428685,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469.0,2541 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 12:58:26 PM,02/12/2018 12:00:00 AM,11 BRONX,BRONX,1023063.0,254008.0,Unspecified,BRONX,,,,,,,,40.86378262277343,-73.8596779849488,"(40.86378262277343, -73.8596779849488)"
311643,38428676,2018-02-09 00:00:00,02/14/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11220.0,674 49 STREET,49 STREET,6 AVENUE,7 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/11/2018 03:06:00 PM,02/14/2018 12:00:00 AM,07 BROOKLYN,BROOKLYN,982573.0,173695.0,Unspecified,BROOKLYN,,,,,,,,40.64342912028671,-74.00604289235065,"(40.64342912028671, -74.00604289235064)"
311644,38428510,2018-02-09 00:00:00,02/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10308.0,405 ARTHUR KILL ROAD,ARTHUR KILL ROAD,MILES AVENUE,GIFFORDS LANE,,,ADDRESS,STATEN ISLAND,,,Closed,03/11/2018 10:37:41 AM,02/13/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,941019.0,144868.0,Unspecified,STATEN ISLAND,,,,,,,,40.564199656537355,-74.15559367124688,"(40.56419965653735, -74.15559367124688)"
311645,38428254,2018-02-09 00:00:00,02/15/2018 03:45:49 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208.0,186 ETNA STREET,ETNA STREET,,,,,LATLONG,BROOKLYN,,,Closed,03/11/2018 10:35:32 AM,02/15/2018 03:45:49 PM,05 BROOKLYN,BROOKLYN,1018441.0,189191.0,Unspecified,BROOKLYN,,,,,,,,40.68589632309729,-73.87671783911205,"(40.68589632309729, -73.87671783911205)"
311646,38428253,2018-02-09 00:00:00,02/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11418.0,124-11 JAMAICA AVENUE,JAMAICA AVENUE,124 STREET,125 STREET,,,ADDRESS,Richmond Hill,,,Closed,03/11/2018 12:00:47 PM,02/20/2018 12:00:00 AM,09 QUEENS,QUEENS,1032443.0,194668.0,Unspecified,QUEENS,,,,,,,,40.70086422751755,-73.82619189105753,"(40.70086422751755, -73.82619189105753)"
311647,38428251,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Parking Lot/Garage,11101.0,21-21 44TH DRIVE,44TH DRIVE,,,,,LATLONG,LONG ISLAND CITY,,,Closed,03/11/2018 10:08:24 AM,02/12/2018 12:00:00 AM,02 QUEENS,QUEENS,999083.0,211869.0,Unspecified,QUEENS,,,,,,,,40.7481955898495,-73.9464667935039,"(40.7481955898495, -73.9464667935039)"
311648,38428216,2018-02-09 00:00:00,02/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,1-2 Family Dwelling,10469.0,2541 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 12:50:24 PM,02/12/2018 12:00:00 AM,11 BRONX,BRONX,1023063.0,254008.0,Unspecified,BRONX,,,,,,,,40.86378262277343,-73.8596779849488,"(40.86378262277343, -73.8596779849488)"
311649,38428014,2018-02-09 00:00:00,02/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10463.0,5240 BROADWAY,BROADWAY,,,,,LATLONG,BRONX,,,Closed,03/11/2018 09:35:54 PM,02/16/2018 12:00:00 AM,08 BRONX,MANHATTAN,1009664.0,258173.0,Unspecified,MANHATTAN,,,,,,,,40.87526301267441,-73.90810402300276,"(40.875263012674424, -73.90810402300276)"
311650,38427876,2018-02-09 00:00:00,02/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11368.0,99-16 39TH AVENUE,39TH AVENUE,,,,,LATLONG,CORONA,,,Closed,03/11/2018 04:55:43 PM,02/15/2018 12:00:00 AM,03 QUEENS,QUEENS,1021408.0,212441.0,Unspecified,QUEENS,,,,,,,,40.7496999549202,-73.86589142720501,"(40.749699954920196, -73.86589142720501)"
311651,38427875,2018-02-09 00:00:00,02/13/2018 02:41:44 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11416.0,85-04 101 AVENUE,101 AVENUE,85 STREET,86 STREET,,,ADDRESS,Ozone Park,,,Closed,03/11/2018 11:08:40 AM,02/13/2018 02:41:44 PM,09 QUEENS,QUEENS,1024649.0,187740.0,Unspecified,QUEENS,,,,,,,,40.68188750647542,-73.85434245070056,"(40.68188750647542, -73.85434245070054)"
311652,38427863,2018-02-09 00:00:00,02/22/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10460.0,1496 LONGFELLOW AVENUE,LONGFELLOW AVENUE,JENNINGS STREET,EAST 172 STREET,,,ADDRESS,BRONX,,,Closed,03/11/2018 05:54:27 PM,02/22/2018 12:00:00 AM,03 BRONX,BRONX,1015630.0,242500.0,Unspecified,BRONX,,,,,,,,40.832226135286824,-73.88660459817916,"(40.83222613528683, -73.88660459817915)"
311653,38427692,2018-02-09 00:00:00,02/13/2018 12:36:53 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,10461.0,1609 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,PIERCE AVENUE,VAN NEST AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 08:07:38 PM,02/13/2018 12:36:53 PM,11 BRONX,BRONX,1025931.0,248065.0,Unspecified,BRONX,,,,,,,,40.84745781063819,-73.84934617509744,"(40.84745781063819, -73.84934617509744)"
311654,38427473,2018-02-09 00:00:00,02/12/2018 06:56:03 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10451.0,300 EAST  159 STREET,EAST  159 STREET,PARK AVENUE,COURTLANDT AVENUE,,,ADDRESS,BRONX,,,Closed,03/11/2018 06:49:41 PM,02/12/2018 06:56:03 PM,01 BRONX,BRONX,1007120.0,239426.0,Unspecified,BRONX,,,,,,,,40.82381502350848,-73.91736696317817,"(40.82381502350848, -73.91736696317817)"
311655,38427472,2018-02-09 00:00:00,02/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10468.0,2233 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST 183 STREET,BEND,,,ADDRESS,BRONX,,,Closed,03/11/2018 06:48:12 PM,02/26/2018 12:00:00 AM,07 BRONX,BRONX,1008948.0,252894.0,Unspecified,BRONX,,,,,,,,40.860775805882575,-73.91071250465733,"(40.860775805882575, -73.91071250465733)"
311656,38427436,2018-02-09 00:00:00,02/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025.0,370 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,,Closed,03/11/2018 10:12:27 PM,02/16/2018 12:00:00 AM,07 MANHATTAN,MANHATTAN,993044.0,232247.0,Unspecified,MANHATTAN,,,,,,,,40.80413590404177,-73.96823524296515,"(40.80413590404177, -73.96823524296516)"
311657,38427435,2018-02-09 00:00:00,02/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460.0,1016 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,LATLONG,BRONX,,,Closed,03/11/2018 10:05:34 AM,02/16/2018 12:00:00 AM,06 BRONX,BRONX,1018081.0,246784.0,Unspecified,BRONX,,,,,,,,40.843975411737816,-73.87772601712457,"(40.843975411737816, -73.87772601712457)"
