30474,38110181,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10460,6 WEST FARMS SQUARE PLAZA,WEST FARMS SQUARE PLAZA,EAST 178 STREET,EAST 179 STREET,,,ADDRESS,BRONX,,,Closed,02/03/2018 08:13:06 PM,01/04/2018 08:17:28 PM,06 BRONX,BRONX,1017282.0,245927.0,Unspecified,BRONX,,,,,,,,40.84162622457536,-73.88061802744984,"(40.84162622457536, -73.88061802744984)"
30475,38109996,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11433,111-10 153 STREET,153 STREET,111 AVENUE,111 ROAD,,,ADDRESS,Jamaica,,,Closed,02/03/2018 03:11:20 AM,01/04/2018 03:17:51 AM,12 QUEENS,QUEENS,1041154.0,190237.0,Unspecified,QUEENS,,,,,,,,40.688650464756826,-73.7948131981189,"(40.688650464756826, -73.7948131981189)"
30476,38107189,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10474,868 FAILE STREET,FAILE STREET,GILBERT PLACE,SENECA AVENUE,,,ADDRESS,BRONX,,,Closed,02/03/2018 12:41:29 PM,01/04/2018 12:46:12 PM,02 BRONX,BRONX,1015367.0,237577.0,Unspecified,BRONX,,,,,,,,40.818714842178416,-73.88757781070744,"(40.818714842178416, -73.88757781070743)"
30477,38107167,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,10463,3400 FORT INDEPENDENCE STREET,FORT INDEPENDENCE STREET,BEND,BAILEY PLACE,,,ADDRESS,BRONX,,,Closed,02/03/2018 02:08:50 PM,01/04/2018 02:18:13 PM,08 BRONX,BRONX,1012103.0,260029.0,Unspecified,BRONX,,,,,,,,40.88034979512312,-73.89927699007562,"(40.880349795123124, -73.89927699007562)"
30478,38106711,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10026,2168 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,LATLONG,NEW YORK,,,Closed,02/03/2018 09:05:35 AM,01/04/2018 09:09:13 AM,Unspecified MANHATTAN,MANHATTAN,996796.0,232524.0,Unspecified,MANHATTAN,,,,,,,,40.80489166174983,-73.95468214968228,"(40.80489166174983, -73.95468214968228)"
30479,38106708,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11213,826 CROWN STREET,CROWN STREET,UTICA AVENUE,FORD STREET,,,ADDRESS,BROOKLYN,,,Closed,02/03/2018 04:59:07 PM,01/04/2018 05:01:18 PM,09 BROOKLYN,BROOKLYN,1003621.0,181618.0,Unspecified,BROOKLYN,,,,,,,,40.66515499249638,-73.93017590534967,"(40.66515499249638, -73.93017590534967)"
30480,38106707,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,72A STOCKHOLM STREET,STOCKHOLM STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,,Closed,02/03/2018 03:21:45 PM,01/04/2018 03:24:43 PM,04 BROOKLYN,BROOKLYN,1004907.0,193116.0,Unspecified,BROOKLYN,,,,,,,,40.69671147239872,-73.92550518643473,"(40.69671147239872, -73.92550518643473)"
30481,38105943,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10472,1325 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST 172 STREET,EAST 174 STREET,,,ADDRESS,BRONX,,,Closed,02/03/2018 11:44:07 AM,01/04/2018 11:53:57 AM,09 BRONX,BRONX,1020600.0,242923.0,Unspecified,BRONX,,,,,,,,40.83336809017285,-73.86864263870785,"(40.83336809017284, -73.86864263870784)"
30482,38105749,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10030,141 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST 141 STREET,WEST 142 STREET,,,ADDRESS,NEW YORK,,,Closed,02/03/2018 11:36:44 PM,01/04/2018 12:00:00 AM,09 MANHATTAN,MANHATTAN,999482.0,238509.0,Unspecified,MANHATTAN,,,,,,,,40.82131459234107,-73.94496637434622,"(40.82131459234107, -73.94496637434622)"
30483,38096592,2018-01-04 00:00:00,01/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033,495 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 181 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,,Closed,02/03/2018 12:24:42 AM,01/04/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,1001418.0,249629.0,Unspecified,MANHATTAN,,,,,,,,40.85183221405471,-73.93794309381514,"(40.85183221405471, -73.93794309381514)"
