397682,38528892,2018-02-22 00:00:00,02/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10451,287 EAST  162 STREET,EAST  162 STREET,MORRIS AVENUE,TELLER AVENUE,,,ADDRESS,BRONX,,,Closed,03/24/2018 11:27:15 AM,02/27/2018 12:00:00 AM,04 BRONX,BRONX,1007188.0,240318.0,Unspecified,BRONX,,,,,,,,40.82626313256164,-73.91711821879733,"(40.826263132561635, -73.91711821879733)"
397683,38528818,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10463,3424 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,WEST 234 STREET,WEST 236 STREET,,,ADDRESS,BRONX,,,Closed,03/24/2018 11:37:44 AM,03/01/2018 12:00:00 AM,08 BRONX,BRONX,1010876.0,260892.0,Unspecified,BRONX,,,,,,,,40.88272224707125,-73.90371067700805,"(40.88272224707125, -73.90371067700804)"
397684,38528508,2018-02-22 00:00:00,03/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11214,1535 SHORE PARKWAY,SHORE PARKWAY,20 AVENUE,21 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/24/2018 01:10:27 PM,03/12/2018 12:00:00 AM,11 BROOKLYN,BROOKLYN,983323.0,156859.0,Unspecified,BROOKLYN,,,,,,,,40.597217918084134,-74.00333803477534,"(40.597217918084134, -74.00333803477535)"
397685,38528341,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10012,561 LAGUARDIA PLACE,LAGUARDIA PLACE,BLEECKER STREET,WEST 3 STREET,,,ADDRESS,NEW YORK,,,Closed,03/24/2018 07:57:39 AM,03/01/2018 12:00:00 AM,02 MANHATTAN,MANHATTAN,984794.0,204914.0,Unspecified,MANHATTAN,,,,,,,,40.729118262819746,-73.99803723283196,"(40.729118262819746, -73.99803723283195)"
397686,38528327,2018-02-22 00:00:00,02/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11232,150 20 STREET,20 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/24/2018 01:22:39 PM,02/26/2018 12:00:00 AM,07 BROOKLYN,BROOKLYN,985358.0,181117.0,Unspecified,BROOKLYN,,,,,,,,40.663800979884336,-73.99600621969482,"(40.663800979884336, -73.99600621969482)"
397687,38528326,2018-02-22 00:00:00,04/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,230 WEST  150 STREET,WEST  150 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Closed,03/24/2018 12:00:03 PM,04/18/2018 01:40:36 AM,10 MANHATTAN,MANHATTAN,1001475.0,239932.0,Unspecified,MANHATTAN,,,,,,,,40.825216661516,-73.93776196109727,"(40.825216661516, -73.93776196109727)"
397688,38528309,2018-02-22 00:00:00,02/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1881 CORNELIA STREET,CORNELIA STREET,ONDERDONK AVENUE,WOODWARD AVENUE,,,ADDRESS,Ridgewood,,,Closed,03/24/2018 01:35:01 PM,02/27/2018 12:00:00 AM,05 QUEENS,QUEENS,1011110.0,195281.0,Unspecified,QUEENS,,,,,,,,40.70263723503452,-73.90312684712809,"(40.70263723503452, -73.90312684712809)"
397689,38528308,2018-02-22 00:00:00,02/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,53 DOTY AVENUE,DOTY AVENUE,ALEX CIRCLE,FR CAPODANNO BOULEVARD,,,ADDRESS,STATEN ISLAND,,,Closed,03/24/2018 01:06:00 PM,02/27/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,966300.0,155303.0,Unspecified,STATEN ISLAND,,,,,,,,40.592928883635174,-74.06463201843427,"(40.59292888363518, -74.06463201843427)"
397690,38528261,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11434,152-17 125 AVENUE,125 AVENUE,152 STREET,153 STREET,,,ADDRESS,Jamaica,,,Closed,03/24/2018 03:29:54 PM,03/01/2018 12:00:00 AM,12 QUEENS,QUEENS,1042871.0,185283.0,Unspecified,QUEENS,,,,,,,,40.67504169530325,-73.78866508859123,"(40.67504169530325, -73.78866508859123)"
397691,38528155,2018-02-22 00:00:00,03/01/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11208,3435 FULTON STREET,FULTON STREET,LINCOLN AVENUE,NICHOLS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/08/2018 09:31:52 PM,03/01/2018 03:04:32 PM,05 BROOKLYN,BROOKLYN,1020602.0,188717.0,Unspecified,BROOKLYN,,,,,,,,40.68458669131513,-73.86892851073125,"(40.68458669131513, -73.86892851073125)"
397692,38528113,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10030,210 EDGECOMB AVENUE,EDGECOMB AVENUE,WEST 142 STREET,WEST 145 STREET,,,ADDRESS,NEW YORK,,,Closed,03/24/2018 09:49:15 AM,03/01/2018 12:00:00 AM,09 MANHATTAN,MANHATTAN,999637.0,238921.0,Unspecified,MANHATTAN,,,,,,,,40.82244514696621,-73.94440541059113,"(40.82244514696621, -73.94440541059113)"
397693,38527481,2018-02-22 00:00:00,03/02/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Food Cart Vendor,11201,,,FULTON STREET,FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,FULTON STREET,ADDRESS,BROOKLYN,,,Closed,04/08/2018 04:24:30 PM,03/02/2018 03:18:56 PM,02 BROOKLYN,BROOKLYN,989539.0,190263.0,Unspecified,BROOKLYN,,,,,,,,40.68890317557533,-73.98092864957984,"(40.68890317557533, -73.98092864957985)"
397694,38527323,2018-02-22 00:00:00,02/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104,43-16 48 STREET,48 STREET,43 AVENUE,QUEENS BOULEVARD,,,ADDRESS,Sunnyside,,,Closed,03/24/2018 06:40:27 PM,02/26/2018 12:00:00 AM,02 QUEENS,QUEENS,1007363.0,210446.0,Unspecified,QUEENS,,,,,,,,40.74427204825993,-73.91658867091823,"(40.74427204825993, -73.91658867091823)"
397695,38527297,2018-02-22 00:00:00,03/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,59 EAST 167 STREET,EAST 167 STREET,RIVER AVENUE,GERARD AVENUE,,,ADDRESS,BRONX,,,Closed,03/24/2018 10:39:13 AM,03/05/2018 12:00:00 AM,04 BRONX,BRONX,1006218.0,243685.0,Unspecified,BRONX,,,,,,,,40.8355070435415,-73.92061208804198,"(40.8355070435415, -73.92061208804199)"
397696,38526908,2018-02-22 00:00:00,02/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10075,130 E 77TH ST,E 77TH ST,,,,,LATLONG,NEW YORK,,,Closed,03/24/2018 07:02:58 AM,02/28/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,995327.0,221160.0,Unspecified,MANHATTAN,,,,,,,,40.773702499757064,-73.96000711652556,"(40.77370249975706, -73.96000711652557)"
397697,38526867,2018-02-22 00:00:00,02/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10456,215 EAST  164 STREET,EAST  164 STREET,CARROLL PLACE,SHERMAN AVENUE,,,ADDRESS,BRONX,,,Closed,03/24/2018 04:02:57 PM,02/27/2018 12:00:00 AM,04 BRONX,BRONX,1006698.0,241406.0,Unspecified,BRONX,,,,,,,,40.82925063961552,-73.91888509241649,"(40.829250639615516, -73.91888509241649)"
397698,38526866,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11235,2734 BRIGHTON 7TH ST,BRIGHTON 7TH ST,,,,,LATLONG,BROOKLYN,,,Closed,03/24/2018 07:57:13 AM,03/01/2018 12:00:00 AM,13 BROOKLYN,BROOKLYN,994682.0,152031.0,Unspecified,BROOKLYN,,,,,,,,40.58395993449297,-73.9624428619817,"(40.58395993449297, -73.96244286198171)"
397699,38526801,2018-02-22 00:00:00,03/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,10309,51 MANDY COURT,MANDY COURT,BLOOMINGDALE ROAD,DEAD END,,,ADDRESS,STATEN ISLAND,,,Closed,03/24/2018 02:18:51 PM,03/06/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,923428.0,135062.0,Unspecified,STATEN ISLAND,,,,,,,,40.537180924972475,-74.21881745083847,"(40.537180924972475, -74.21881745083847)"
397700,38526304,2018-02-22 00:00:00,02/28/2018 02:24:16 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),10002,227 BOWERY,BOWERY,RIVINGTON STREET,PRINCE STREET,,,ADDRESS,NEW YORK,,,Closed,03/24/2018 02:21:38 PM,02/28/2018 02:24:16 PM,03 MANHATTAN,MANHATTAN,986096.0,202360.0,Unspecified,MANHATTAN,,,,,,,,40.722107977476185,-73.99334028111839,"(40.72210797747618, -73.99334028111839)"
397701,38526281,2018-02-22 00:00:00,02/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10040,75 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,,,Closed,03/24/2018 12:02:49 PM,02/26/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,1003404.0,251462.0,Unspecified,MANHATTAN,,,,,,,,40.85685916630651,-73.93075909564985,"(40.85685916630651, -73.93075909564985)"
397702,38526259,2018-02-22 00:00:00,03/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,321 WOODBINE STREET,WOODBINE STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/24/2018 09:14:29 PM,03/16/2018 12:00:00 AM,04 BROOKLYN,BROOKLYN,1008491.0,193145.0,Unspecified,BROOKLYN,,,,,,,,40.6967819790456,-73.91258020199248,"(40.6967819790456, -73.91258020199248)"
397703,38526219,2018-02-22 00:00:00,02/22/2018 04:21:10 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10007,22 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,,Closed,03/08/2018 03:50:08 PM,02/22/2018 04:21:04 PM,01 MANHATTAN,MANHATTAN,982110.0,199427.0,Unspecified,MANHATTAN,,,,,,,,40.71405753071237,-74.00771943503322,"(40.714057530712374, -74.00771943503322)"
397704,38525276,2018-02-22 00:00:00,02/27/2018 12:24:10 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3033 WALLACE AVENUE,WALLACE AVENUE,ADEE AVENUE,BURKE AVENUE,,,ADDRESS,BRONX,,,Closed,03/24/2018 11:31:08 AM,02/27/2018 12:24:10 PM,12 BRONX,BRONX,1021775.0,256312.0,Unspecified,BRONX,,,,,,,,40.87011196359904,-73.86432162762138,"(40.87011196359903, -73.86432162762138)"
397705,38525267,2018-02-22 00:00:00,02/26/2018 10:40:21 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),11212,217 AMBOY STREET,AMBOY STREET,,,,,LATLONG,BROOKLYN,,,Closed,03/24/2018 11:55:12 PM,02/26/2018 10:40:21 AM,16 BROOKLYN,BROOKLYN,1008326.0,181652.0,Unspecified,BROOKLYN,,,,,,,,40.665236770821316,-73.91321629958126,"(40.665236770821316, -73.91321629958126)"
397706,38525192,2018-02-22 00:00:00,02/23/2018 09:24:21 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11229,1704 EAST   17 STREET,EAST   17 STREET,QUENTIN ROAD,AVENUE R,,,ADDRESS,BROOKLYN,,,Closed,03/08/2018 11:37:59 PM,02/23/2018 09:24:16 AM,15 BROOKLYN,BROOKLYN,996404.0,160800.0,Unspecified,BROOKLYN,,,,,,,,40.608026875137625,-73.95622756745647,"(40.608026875137625, -73.95622756745647)"
397707,38525169,2018-02-22 00:00:00,03/01/2018 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),11430,,,AIRTRAIN,BEND,,,ADDRESS,JAMAICA,JFK,,Closed,03/08/2018 12:54:22 PM,03/01/2018 12:10:47 PM,0 Unspecified,Unspecified,1043001.0,175548.0,Unspecified,Unspecified,,,,,,,,40.64832048620134,-73.78828125130184,"(40.64832048620134, -73.78828125130184)"
397708,38524761,2018-02-22 00:00:00,03/13/2018 04:21:41 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11218,202 SEELEY STREET,SEELEY STREET,PROSPECT AVENUE,TEMPLE COURT,,,ADDRESS,BROOKLYN,,,Closed,03/24/2018 03:11:01 PM,03/13/2018 04:21:41 PM,07 BROOKLYN,BROOKLYN,991100.0,177897.0,Unspecified,BROOKLYN,,,,,,,,40.65496020835412,-73.97531248189497,"(40.65496020835412, -73.97531248189497)"
397709,38524741,2018-02-22 00:00:00,02/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10456,1229 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,LATLONG,BRONX,,,Closed,03/24/2018 04:51:34 PM,02/28/2018 12:00:00 AM,03 BRONX,BRONX,1010952.0,241953.0,Unspecified,BRONX,,,,,,,,40.830740160566705,-73.90351127588265,"(40.8307401605667, -73.90351127588264)"
397710,38524631,2018-02-22 00:00:00,02/22/2018 02:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,411 BEACH   25 STREET,BEACH   25 STREET,DEERFIELD RD,COLLIER AVE,,,ADDRESS,Far Rockaway,,,Closed,,02/22/2018 02:00:00 AM,14 QUEENS,QUEENS,1050917.0,157190.0,Unspecified,QUEENS,,,,,,,,40.59787575214703,-73.75993609995065,"(40.59787575214703, -73.75993609995065)"
397711,38524339,2018-02-22 00:00:00,03/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11213,1248 ST MARKS AVENUE,ST MARKS AVENUE,UTICA AVENUE,ROCHESTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,03/24/2018 03:31:02 AM,03/01/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,1004091.0,184849.0,Unspecified,BROOKLYN,,,,,,,,40.67402232211897,-73.92847224907699,"(40.67402232211897, -73.92847224907698)"
397712,38524249,2018-02-22 00:00:00,02/22/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10029,,,,,MADISON AVENUE,EAST 110 STREET,INTERSECTION,NEW YORK,,,Closed,03/24/2018 12:08:25 PM,02/22/2018 12:15:37 PM,Unspecified MANHATTAN,MANHATTAN,998746.0,229343.0,Unspecified,MANHATTAN,,,,,,,,40.79615770351133,-73.94764535468309,"(40.796157703511334, -73.94764535468309)"
