1113123,39341881,2018-06-01 00:00:00,06/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026.0,114 WEST  119 STREET,WEST  119 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,,Closed,07/01/2018 03:32:04 PM,06/01/2018 03:40:21 PM,10 MANHATTAN,MANHATTAN,998364.0,232296.0,Unspecified,MANHATTAN,,,,,,,,40.80426349892874,-73.94901880194655,"(40.80426349892874, -73.94901880194654)"
1113124,39341749,2018-06-01 00:00:00,06/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10302.0,326 NICHOLAS AVENUE,NICHOLAS AVENUE,BLACKFORD AVENUE,HOOKER PLACE,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 05:30:17 PM,06/01/2018 05:38:47 PM,01 STATEN ISLAND,STATEN ISLAND,944832.0,169510.0,Unspecified,STATEN ISLAND,,,,,,,,40.631854643936734,-74.14201402660585,"(40.631854643936734, -74.14201402660585)"
1113125,39340558,2018-06-01 00:00:00,06/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11434.0,116-66 155 STREET,155 STREET,116 DRIVE,FOCH BOULEVARD,,,ADDRESS,Jamaica,,,Closed,07/01/2018 08:45:53 AM,06/01/2018 08:54:34 AM,12 QUEENS,QUEENS,1042857.0,187947.0,Unspecified,QUEENS,,,,,,,,40.682353843701016,-73.78869239253831,"(40.682353843701016, -73.78869239253831)"
1113126,39339913,2018-06-01 00:00:00,06/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215.0,278 19 STREET,19 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 12:45:07 AM,06/01/2018 12:47:21 AM,07 BROOKLYN,BROOKLYN,986769.0,180335.0,Unspecified,BROOKLYN,,,,,,,,40.66165427381083,-73.99092056963231,"(40.66165427381083, -73.99092056963231)"
1113127,39331423,2018-06-01 00:00:00,06/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220.0,265 62 STREET,62 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 12:16:45 AM,06/01/2018 12:24:05 AM,07 BROOKLYN,BROOKLYN,977962.0,173009.0,Unspecified,BROOKLYN,,,,,,,,40.64154412431235,-74.02265750392189,"(40.64154412431234, -74.02265750392189)"
1113128,39343580,2018-06-01 00:00:00,07/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11420.0,133-40 120 STREET,120 STREET,HAWTREE CREEK ROAD,135 AVENUE,,,ADDRESS,South Ozone Park,,,Closed,07/01/2018 04:40:58 PM,07/27/2018 12:00:00 AM,10 QUEENS,QUEENS,1034119.0,183751.0,Unspecified,QUEENS,,,,,,,,40.6708903372202,-73.8202282134533,"(40.6708903372202, -73.82022821345332)"
1113129,39348081,2018-06-01 00:00:00,07/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,,,,,,OLMSTEAD AVENUE,BRUCKNER BOULEVARD,INTERSECTION,,,,Closed,07/01/2018 01:40:02 PM,07/06/2018 12:00:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
1113130,39341131,2018-06-01 00:00:00,07/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11692.0,,,,,HILLMEYER AVENUE,BEACH 72 STREET,INTERSECTION,Arverne,,,Closed,07/01/2018 06:32:58 PM,07/06/2018 12:00:00 AM,14 QUEENS,QUEENS,1039480.0,156993.0,Unspecified,QUEENS,,,,,,,,40.59741368052255,-73.80112151079216,"(40.59741368052255, -73.80112151079216)"
1113131,39343476,2018-06-01 00:00:00,07/09/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool Cover,1-2 Family Dwelling,10314.0,169 WARWICK AVENUE,WARWICK AVENUE,SOUTH GANNON AVENUE,ASH PLACE,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 08:07:52 PM,07/09/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,946191.0,160531.0,Unspecified,STATEN ISLAND,,,,,,,,40.60721513041613,-74.13706725067236,"(40.60721513041613, -74.13706725067236)"
1113132,39341403,2018-06-01 00:00:00,07/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11694.0,169 BEACH  132 STREET,BEACH  132 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,,,ADDRESS,Rockaway Park,,,Closed,07/01/2018 07:43:21 PM,07/05/2018 12:00:00 AM,14 QUEENS,QUEENS,1025929.0,148514.0,Unspecified,QUEENS,,,,,,,,40.57421463266972,-73.84996968088367,"(40.57421463266972, -73.84996968088367)"
1113133,39346359,2018-06-01 00:00:00,06/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11420.0,109-15 122 STREET,122 STREET,109 AVENUE,111 AVENUE,,,ADDRESS,South Ozone Park,,,Closed,07/01/2018 04:38:45 PM,06/28/2018 12:00:00 AM,10 QUEENS,QUEENS,1034341.0,188064.0,Unspecified,QUEENS,,,,,,,,40.682727270169174,-73.81939587641236,"(40.682727270169174, -73.81939587641236)"
1113134,39345264,2018-06-01 00:00:00,06/29/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238.0,,,,,PARK PLACE,WASHINGTON AVENUE,INTERSECTION,BROOKLYN,,,Closed,07/01/2018 12:17:40 PM,06/29/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,994421.0,185404.0,Unspecified,BROOKLYN,,,,,,,,40.6755620635811,-73.96333221656201,"(40.6755620635811, -73.963332216562)"
1113135,39344033,2018-06-01 00:00:00,06/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11004.0,,,,,260 STREET,HILLSIDE AVENUE,INTERSECTION,Glen Oaks,,,Closed,07/01/2018 02:35:38 PM,06/28/2018 12:00:00 AM,13 QUEENS,QUEENS,1065082.0,208042.0,Unspecified,QUEENS,,,,,,,,40.73733448973356,-73.7083193882832,"(40.73733448973356, -73.7083193882832)"
1113136,39348944,2018-06-01 00:00:00,06/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10312.0,725 ILYSSA WAY,ILYSSA WAY,EMILY LANE,ARTHUR KILL ROAD,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 09:39:26 PM,06/27/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,932239.0,144685.0,Unspecified,STATEN ISLAND,,,,,,,,40.56365020494465,-74.1871924725324,"(40.56365020494465, -74.1871924725324)"
1113137,39347109,2018-06-01 00:00:00,06/15/2018 02:55:03 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10457.0,1777 WEBSTER AVENUE,WEBSTER AVENUE,CROSS BRONX EP SB EN WEBSTER AV,EAST 175 STREET,,,ADDRESS,BRONX,,,Closed,07/01/2018 12:21:53 PM,06/15/2018 02:55:03 PM,05 BRONX,BRONX,1011294.0,247289.0,Unspecified,BRONX,,,,,,,,40.8453848821148,-73.9022539306981,"(40.8453848821148, -73.9022539306981)"
1113138,39346360,2018-06-01 00:00:00,06/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10312.0,725 ILYSSA WAY,ILYSSA WAY,EMILY LANE,ARTHUR KILL ROAD,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 09:26:25 PM,06/27/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,932239.0,144685.0,Unspecified,STATEN ISLAND,,,,,,,,40.56365020494465,-74.1871924725324,"(40.56365020494465, -74.1871924725324)"
1113139,39344052,2018-06-01 00:00:00,06/15/2018 02:04:04 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10453.0,1780 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST 176 STREET,WEST 177 STREET,,,ADDRESS,BRONX,,,Closed,07/01/2018 09:02:58 AM,06/15/2018 02:04:04 PM,05 BRONX,BRONX,1008427.0,248580.0,Unspecified,BRONX,,,,,,,,40.84893661045084,-73.9126115661955,"(40.848936610450835, -73.9126115661955)"
1113140,39342355,2018-06-01 00:00:00,06/15/2018 01:50:04 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10474.0,626 MANIDA STREET,MANIDA STREET,RANDALL AVENUE,SPOFFORD AVENUE,,,ADDRESS,BRONX,,,Closed,07/01/2018 06:37:05 AM,06/15/2018 01:50:04 PM,02 BRONX,BRONX,1015278.0,235380.0,Unspecified,BRONX,,,,,,,,40.81268501032788,-73.88790951418588,"(40.812685010327876, -73.88790951418588)"
1113141,39347543,2018-06-01 00:00:00,06/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216.0,1306 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 06:12:41 PM,06/26/2018 12:00:00 AM,08 BROOKLYN,BROOKLYN,998312.0,186452.0,Unspecified,BROOKLYN,,,,,,,,40.67843326078182,-73.94930246940908,"(40.67843326078182, -73.94930246940908)"
1113142,39344028,2018-06-01 00:00:00,06/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11420.0,133-47 135 AVENUE,135 AVENUE,133 STREET,134 STREET,,,ADDRESS,South Ozone Park,,,Closed,07/01/2018 11:49:19 AM,06/25/2018 12:00:00 AM,10 QUEENS,QUEENS,1038138.0,182576.0,Unspecified,QUEENS,,,,,,,,40.66764168128681,-73.8057496372749,"(40.667641681286824, -73.8057496372749)"
1113143,39347425,2018-06-01 00:00:00,06/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11216.0,204 MACDONOUGH STREET,MACDONOUGH STREET,,,,,LATLONG,BROOKLYN,,,Closed,07/01/2018 09:02:37 PM,06/25/2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1001337.0,187532.0,Unspecified,BROOKLYN,,,,,,,,40.68139229289096,-73.93839374437628,"(40.681392292890955, -73.93839374437628)"
1113144,39347233,2018-06-01 00:00:00,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11211.0,176 RUTLEDGE STREET,RUTLEDGE STREET,LEE AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 04:55:18 PM,06/20/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,996481.0,195329.0,Unspecified,BROOKLYN,,,,,,,,40.70280129649049,-73.95588763003515,"(40.70280129649049, -73.95588763003514)"
1113145,39346175,2018-06-01 00:00:00,06/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10308.0,100 GENESEE AVENUE,GENESEE AVENUE,ABINGDON AVENUE,ARMSTRONG AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 11:43:28 AM,06/25/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,940006.0,141099.0,Unspecified,STATEN ISLAND,,,,,,,,40.55384949676913,-74.15921491894487,"(40.55384949676913, -74.15921491894487)"
1113146,39345749,2018-06-01 00:00:00,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11211.0,176 RUTLEDGE AVENUE,RUTLEDGE AVENUE,LEE AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 02:56:01 PM,06/20/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,996481.0,195329.0,Unspecified,BROOKLYN,,,,,,,,40.70280129649049,-73.95588763003515,"(40.70280129649049, -73.95588763003514)"
1113147,39345317,2018-06-01 00:00:00,06/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,789A WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 04:38:06 PM,06/25/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,1001802.0,192605.0,Unspecified,BROOKLYN,,,,,,,,40.69531559948865,-73.93670399627266,"(40.69531559948866, -73.93670399627266)"
1113148,39344944,2018-06-01 00:00:00,06/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11233.0,,,,,MACDONOUGH STREET,MARCUS GARVEY BOULEVARD,INTERSECTION,BROOKLYN,,,Closed,07/01/2018 04:28:39 PM,06/25/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,1001505.0,187642.0,Unspecified,BROOKLYN,,,,,,,,40.68169389191362,-73.93778774798496,"(40.68169389191362, -73.93778774798496)"
1113149,39348381,2018-06-01 00:00:00,06/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Parking Lot/Garage,11419.0,121-07 97 AVENUE,97 AVENUE,121 STREET,123 STREET,,,ADDRESS,South Richmond Hill,,,Closed,07/01/2018 05:17:48 PM,06/21/2018 12:00:00 AM,09 QUEENS,QUEENS,1032957.0,191374.0,Unspecified,QUEENS,,,,,,,,40.6918201669742,-73.82436197417296,"(40.691820166974196, -73.82436197417296)"
1113150,39346645,2018-06-01 00:00:00,06/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Building,11210.0,3111 AURELIA COURT,AURELIA COURT,EAST 31 STREET,EAST 32 STREET,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 02:31:51 PM,06/21/2018 12:00:00 AM,14 BROOKLYN,BROOKLYN,999282.0,168813.0,Unspecified,BROOKLYN,,,,,,,,40.63001647523674,-73.94584465849763,"(40.630016475236744, -73.94584465849762)"
1113151,39344928,2018-06-01 00:00:00,06/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11369.0,25-11 89 STREET,89 STREET,25 AVENUE,30 AVENUE,,,ADDRESS,East Elmhurst,,,Closed,07/01/2018 02:30:04 PM,06/21/2018 12:00:00 AM,03 QUEENS,QUEENS,1017454.0,217397.0,Unspecified,QUEENS,,,,,,,,40.76331863001885,-73.88013748840392,"(40.76331863001885, -73.88013748840392)"
1113152,39344638,2018-06-01 00:00:00,06/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10309.0,35 WOODROSE LANE,WOODROSE LANE,RAMONA AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,,Closed,07/01/2018 01:13:52 PM,06/23/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,924412.0,134392.0,Unspecified,STATEN ISLAND,,,,,,,,40.535348598177976,-74.21527143480293,"(40.535348598177976, -74.21527143480294)"
1113153,39341000,2018-06-01 00:00:00,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11432.0,173-17 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,173 STREET,175 STREET,,,ADDRESS,Jamaica,,,Closed,07/01/2018 01:15:06 PM,06/20/2018 12:00:00 AM,08 QUEENS,QUEENS,1041919.0,201541.0,Unspecified,QUEENS,,,,,,,,40.71967224737066,-73.79195793449638,"(40.71967224737066, -73.79195793449637)"
1113154,39347757,2018-06-01 00:00:00,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11432.0,170-39 HENLEY ROAD,HENLEY ROAD,HOMELAWN STREET,KINGSTON PLACE,,,ADDRESS,Jamaica,,,Closed,07/01/2018 02:50:24 PM,06/20/2018 12:00:00 AM,08 QUEENS,QUEENS,1041574.0,199227.0,Unspecified,QUEENS,,,,,,,,40.71332313173653,-73.79322222960391,"(40.71332313173653, -73.7932222296039)"
1113155,39345713,2018-06-01 00:00:00,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10462.0,2198 CRUGER AVENUE,CRUGER AVENUE,LYDIG AVENUE,PELHAM PARKWAY,,,ADDRESS,BRONX,,,Closed,07/01/2018 07:56:17 AM,06/20/2018 12:00:00 AM,11 BRONX,BRONX,1021145.0,251285.0,Unspecified,BRONX,,,,,,,,40.85631703985628,-73.86662717636435,"(40.85631703985628, -73.86662717636435)"
1113156,39348164,2018-06-01 00:00:00,06/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11231.0,180 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 08:56:50 PM,06/12/2018 12:00:00 AM,06 BROOKLYN,BROOKLYN,984184.0,188333.0,Unspecified,BROOKLYN,,,,,,,,40.6836073474325,-74.00023796731999,"(40.6836073474325, -74.00023796732)"
1113157,39347668,2018-06-01 00:00:00,06/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11231.0,180 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 08:57:16 PM,06/12/2018 12:00:00 AM,06 BROOKLYN,BROOKLYN,984184.0,188333.0,Unspecified,BROOKLYN,,,,,,,,40.6836073474325,-74.00023796731999,"(40.6836073474325, -74.00023796732)"
1113158,39345786,2018-06-01 00:00:00,06/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11219.0,1465 OVINGTON AVENUE,OVINGTON AVENUE,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,07/01/2018 08:06:35 PM,06/18/2018 12:00:00 AM,11 BROOKLYN,BROOKLYN,984297.0,165914.0,Unspecified,BROOKLYN,,,,,,,,40.62207208265468,-73.99983069465559,"(40.622072082654675, -73.9998306946556)"
1113159,39343711,2018-06-01 00:00:00,06/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11385.0,61-20 71 AVENUE,71 AVENUE,FRESH POND ROAD,CYPRESS HILLS STREET,,,ADDRESS,Ridgewood,,,Closed,07/01/2018 04:21:37 PM,06/18/2018 12:00:00 AM,05 QUEENS,QUEENS,1013484.0,195053.0,Unspecified,QUEENS,,,,,,,,40.702003904422845,-73.89456578728914,"(40.70200390442284, -73.89456578728914)"
1113160,39343693,2018-06-01 00:00:00,06/18/2018 12:39:39 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10280.0,375 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,,Closed,07/01/2018 06:42:35 PM,06/18/2018 12:39:39 AM,01 MANHATTAN,MANHATTAN,979835.0,198402.0,Unspecified,MANHATTAN,,,,,,,,40.71124330713473,-74.01592517145173,"(40.711243307134744, -74.01592517145173)"
1113161,39342741,2018-06-01 00:00:00,06/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,10465.0,3286 GRISWOLD AVENUE,GRISWOLD AVENUE,BAY VIEW AVENUE,OUTLOOK AVENUE,,,ADDRESS,BRONX,,,Closed,07/01/2018 02:18:36 PM,06/15/2018 12:00:00 AM,10 BRONX,BRONX,1034854.0,247121.0,Unspecified,BRONX,,,,,,,,40.84482018453321,-73.81710166139912,"(40.844820184533205, -73.81710166139912)"
1113162,39349142,2018-06-01 00:00:00,06/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11365.0,68-22 FRESH MEADOW LANE,FRESH MEADOW LANE,,,,,LATLONG,FRESH MEADOWS,,,Closed,07/01/2018 02:40:21 AM,06/13/2018 12:00:00 AM,Unspecified QUEENS,QUEENS,1041166.0,206380.0,Unspecified,QUEENS,,,,,,,,40.73295896544437,-73.7946334606317,"(40.73295896544437, -73.7946334606317)"
1113163,39348631,2018-06-01 00:00:00,06/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10016.0,427 3RD AVENUE,3RD AVENUE,,,,,LATLONG,NEW YORK,,,Closed,07/01/2018 10:14:35 AM,06/13/2018 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,989780.0,209987.0,Unspecified,MANHATTAN,,,,,,,,40.74304068289943,-73.98004343620869,"(40.74304068289943, -73.98004343620869)"
1113164,39345542,2018-06-01 00:00:00,06/14/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11213.0,1554 PACIFIC STREET,PACIFIC STREET,,,,,LATLONG,BROOKLYN,,,Closed,07/01/2018 05:59:29 AM,06/14/2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1001490.0,185840.0,Unspecified,BROOKLYN,,,,,,,,40.67674784060308,-73.93784643979923,"(40.67674784060308, -73.93784643979924)"
