751203,38932221,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10026,65 LENOX AVENUE,LENOX AVENUE,WEST 113 STREET,WEST 114 STREET,,,ADDRESS,NEW YORK,,,Closed,05/13/2018 06:42:03 PM,04/13/2018 06:47:36 PM,10 MANHATTAN,MANHATTAN,997846.0,230882.0,Unspecified,MANHATTAN,,,,,,,,40.800383269350185,-73.9508927333173,"(40.800383269350185, -73.95089273331729)"
751204,38931429,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11216,1215 FULTON STREET,FULTON STREET,BEDFORD AVENUE,ARLINGTON PLACE,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 09:33:10 AM,04/13/2018 09:38:18 AM,03 BROOKLYN,BROOKLYN,997329.0,187244.0,Unspecified,BROOKLYN,,,,,,,,40.68060862794381,-73.9528449276542,"(40.68060862794381, -73.95284492765421)"
751205,38931410,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10463,407-421 W 238TH ST,W 238TH ST,,,,,LATLONG,BRONX,,,Closed,05/13/2018 06:23:29 AM,04/13/2018 06:26:17 AM,Unspecified BRONX,BRONX,1010868.0,262418.0,Unspecified,BRONX,,,,,,,,40.88691066103792,-73.90373354317538,"(40.88691066103792, -73.90373354317538)"
751206,38931365,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,95 EASTERN PARKWAY,EASTERN PARKWAY,,,,,LATLONG,BROOKLYN,,,Closed,05/13/2018 10:03:49 PM,04/13/2018 10:06:04 PM,Unspecified BROOKLYN,BROOKLYN,993845.0,184395.0,Unspecified,BROOKLYN,,,,,,,,40.672793228733305,-73.96541020795244,"(40.672793228733305, -73.96541020795246)"
751207,38931353,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Construction Site,11101,42-26 28 STREET,28 STREET,QUEENS PLAZA,42 ROAD,,,ADDRESS,Long Island City,,,Closed,05/13/2018 10:02:40 PM,04/13/2018 10:04:00 PM,02 QUEENS,QUEENS,1001085.0,212361.0,Unspecified,QUEENS,,,,,,,,40.74954242083393,-73.93924022328575,"(40.74954242083393, -73.93924022328575)"
751208,38930532,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,461 MILFORD STREET,MILFORD STREET,DUMONT AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 02:23:15 PM,04/13/2018 02:29:59 PM,05 BROOKLYN,BROOKLYN,1018958.0,182619.0,Unspecified,BROOKLYN,,,,,,,,40.66785567298367,-73.87488754479095,"(40.66785567298367, -73.87488754479095)"
751209,38930531,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10474,648 COSTER STREET,COSTER STREET,RANDALL AVENUE,SPOFFORD AVENUE,,,ADDRESS,BRONX,,,Closed,05/13/2018 03:31:01 PM,04/13/2018 03:36:57 PM,02 BRONX,BRONX,1015507.0,235561.0,Unspecified,BRONX,,,,,,,,40.813180997203396,-73.88708139616469,"(40.8131809972034, -73.88708139616469)"
751210,38930315,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10469,2541 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,,Closed,05/13/2018 12:46:26 PM,04/13/2018 12:49:37 PM,11 BRONX,BRONX,1023063.0,254008.0,Unspecified,BRONX,,,,,,,,40.86378262277343,-73.8596779849488,"(40.86378262277343, -73.8596779849488)"
751211,38930101,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10024,317 WEST 84TH STREET,WEST 84TH STREET,,,,,LATLONG,NEW YORK,,,Closed,05/13/2018 08:45:51 AM,04/13/2018 08:50:30 AM,Unspecified MANHATTAN,MANHATTAN,989945.0,226394.0,Unspecified,MANHATTAN,,,,,,,,40.788073548791814,-73.97943408617547,"(40.788073548791814, -73.97943408617547)"
751212,38929667,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11220,4723 5 AVENUE,5 AVENUE,47 STREET,48 STREET,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 07:33:13 AM,04/13/2018 07:41:14 AM,07 BROOKLYN,BROOKLYN,981825.0,174854.0,Unspecified,BROOKLYN,,,,,,,,40.646610152204474,-74.00873864794941,"(40.646610152204474, -74.0087386479494)"
751213,38929249,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10457,346 E 173RD ST,E 173RD ST,,,,,LATLONG,BRONX,,,Closed,05/13/2018 08:55:39 AM,04/13/2018 08:58:57 AM,Unspecified BRONX,BRONX,1010486.0,246578.0,Unspecified,BRONX,,,,,,,,40.84343583443317,-73.90517709263584,"(40.843435834433166, -73.90517709263585)"
751214,38927891,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10009,420 E 12TH ST,E 12TH ST,,,,,LATLONG,NEW YORK,,,Closed,05/13/2018 07:50:32 PM,04/13/2018 07:53:21 PM,Unspecified MANHATTAN,MANHATTAN,988851.0,204949.0,Unspecified,MANHATTAN,,,,,,,,40.72921314937203,-73.98339943997726,"(40.72921314937203, -73.98339943997726)"
751215,38927655,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10454,745 EAST  136 STREET,EAST  136 STREET,BRUCKNER BOULEVARD,WILLOW AVENUE,,,ADDRESS,BRONX,,,Closed,05/13/2018 12:58:22 PM,04/13/2018 01:02:53 PM,01 BRONX,BRONX,1008360.0,231919.0,Unspecified,BRONX,,,,,,,,40.8032071157549,-73.91291360981542,"(40.80320711575491, -73.91291360981542)"
751216,38927007,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10030,132 WEST  139 STREET,WEST  139 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,,Closed,05/13/2018 08:53:19 AM,04/13/2018 09:01:13 AM,10 MANHATTAN,MANHATTAN,1000642.0,237082.0,Unspecified,MANHATTAN,,,,,,,,40.81739580367889,-73.94077875001892,"(40.817395803678885, -73.94077875001892)"
751217,38926799,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10003,26 GRAMERCY PARK SOUTH,GRAMERCY PARK SOUTH,IRVING PLACE,EAST 20 STREET,,,ADDRESS,NEW YORK,,,Closed,05/13/2018 02:32:55 PM,04/13/2018 02:36:10 PM,06 MANHATTAN,MANHATTAN,988267.0,207921.0,Unspecified,MANHATTAN,,,,,,,,40.73737084306143,-73.98550475682018,"(40.73737084306143, -73.98550475682019)"
751218,38926789,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10026,270 WEST 117TH STREET,WEST 117TH STREET,,,,,LATLONG,NEW YORK,,,Closed,05/13/2018 09:40:31 AM,04/13/2018 09:43:23 AM,Unspecified MANHATTAN,MANHATTAN,996954.0,232403.0,Unspecified,MANHATTAN,,,,,,,,40.804559324317886,-73.95411166135891,"(40.804559324317886, -73.95411166135891)"
751219,38933480,2018-04-13 00:00:00,05/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10468,2332 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,LATLONG,BRONX,,,Closed,05/13/2018 11:29:59 PM,05/01/2018 12:00:00 AM,Unspecified BRONX,BRONX,1010361.0,253167.0,Unspecified,BRONX,,,,,,,,40.86152104203352,-73.90560320821777,"(40.86152104203352, -73.90560320821776)"
751220,38931352,2018-04-13 00:00:00,05/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Vacant Lot,11101,42-31 CRESCENT STREET,CRESCENT STREET,42 ROAD,ED KOCH BR UPPER ROADWAY APPR,,,ADDRESS,Long Island City,,,Closed,05/13/2018 10:05:42 PM,05/16/2018 12:00:00 AM,02 QUEENS,QUEENS,1000504.0,212436.0,Unspecified,QUEENS,,,,,,,,40.749749363912564,-73.94133694842735,"(40.749749363912564, -73.94133694842735)"
751221,38931006,2018-04-13 00:00:00,04/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Vacant Building,10457,2045 BELMONT AVENUE,BELMONT AVENUE,,,,,LATLONG,BRONX,,,Closed,05/13/2018 09:26:32 AM,04/26/2018 12:00:00 AM,Unspecified BRONX,BRONX,1014575.0,248308.0,Unspecified,BRONX,,,,,,,,40.848171076710244,-73.89039070155475,"(40.848171076710244, -73.89039070155475)"
751222,38930535,2018-04-13 00:00:00,04/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10457,2045 BELMONT AVENUE,BELMONT AVENUE,OAKLAND PLACE,EAST 180 STREET,,,ADDRESS,BRONX,,,Closed,05/13/2018 10:20:25 AM,04/26/2018 12:00:00 AM,06 BRONX,BRONX,1014610.0,248257.0,Unspecified,BRONX,,,,,,,,40.848030976589726,-73.89026442559133,"(40.848030976589726, -73.89026442559133)"
751223,38929666,2018-04-13 00:00:00,04/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3530 DECATUR AVENUE,DECATUR AVENUE,,,,,LATLONG,BRONX,,,Closed,05/13/2018 07:30:45 PM,04/27/2018 12:00:00 AM,Unspecified BRONX,BRONX,1019645.0,259717.0,Unspecified,BRONX,,,,,,,,40.87946642810711,-73.87200502452406,"(40.87946642810711, -73.87200502452407)"
751224,38927854,2018-04-13 00:00:00,05/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10463,3955 SAXON AVENUE,SAXON AVENUE,BEND,VAN CORTLANDT PARK SOUTH,,,ADDRESS,BRONX,,,Closed,05/13/2018 08:23:29 PM,05/01/2018 12:00:00 AM,08 BRONX,BRONX,1014645.0,260988.0,Unspecified,BRONX,,,,,,,,40.882973560882895,-73.89008017673031,"(40.8829735608829, -73.89008017673031)"
751225,38927003,2018-04-13 00:00:00,04/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10457,1910 WEBSTER AVENUE,WEBSTER AVENUE,EAST TREMONT AVENUE,VALENTINE AVENUE,,,ADDRESS,BRONX,,,Closed,05/13/2018 03:59:48 PM,04/27/2018 12:00:00 AM,06 BRONX,BRONX,1011712.0,248269.0,Unspecified,BRONX,,,,,,,,40.848073401853256,-73.90073912637801,"(40.84807340185326, -73.90073912637801)"
751226,38934616,2018-04-13 00:00:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11211,,,,,FROST STREET,MEEKER AVENUE,INTERSECTION,BROOKLYN,,,Assigned,05/13/2018 04:32:41 PM,04/25/2018 08:04:20 AM,Unspecified BROOKLYN,BROOKLYN,998775.0,200808.0,Unspecified,BROOKLYN,,,,,,,,40.717836380173495,-73.94760226282544,"(40.71783638017349, -73.94760226282543)"
751227,38934615,2018-04-13 00:00:00,04/19/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040,19 DONGAN PLACE,DONGAN PLACE,BROADWAY,BEND,,,ADDRESS,NEW YORK,,,Closed,05/13/2018 03:55:44 PM,04/19/2018 12:00:00 AM,12 MANHATTAN,MANHATTAN,1003847.0,253820.0,Unspecified,MANHATTAN,,,,,,,,40.863330192832926,-73.92915077564977,"(40.86333019283293, -73.92915077564976)"
751228,38934519,2018-04-13 00:00:00,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Container - Over 5 Gallons,1-2 Family Dwelling,10309,111 SHARROTTS ROAD,SHARROTTS ROAD,ROBIN COURT,DARNELL LANE,,,ADDRESS,STATEN ISLAND,,,Open,05/13/2018 03:45:39 PM,04/13/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,922561.0,135149.0,Unspecified,STATEN ISLAND,,,,,,,,40.53741373592902,-74.2219374100026,"(40.53741373592902, -74.2219374100026)"
751229,38934387,2018-04-13 00:00:00,04/16/2018 09:55:41 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11368,102-10 37 AVENUE,37 AVENUE,102 STREET,103 STREET,,,ADDRESS,Corona,,,Closed,04/27/2018 05:19:44 PM,04/16/2018 09:55:41 AM,03 QUEENS,QUEENS,1021601.0,213665.0,Unspecified,QUEENS,,,,,,,,40.75305870832039,-73.86518806485086,"(40.75305870832039, -73.86518806485086)"
751230,38934341,2018-04-13 00:00:00,05/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11377,40-50 68 STREET,68 STREET,ROOSEVELT AVENUE,41 AVENUE,,,ADDRESS,Woodside,,,Closed,05/13/2018 10:29:30 PM,05/15/2018 12:00:00 AM,02 QUEENS,QUEENS,1012771.0,210861.0,Unspecified,QUEENS,,,,,,,,40.74539533073427,-73.8970702714702,"(40.74539533073427, -73.89707027147021)"
751231,38934340,2018-04-13 00:00:00,04/19/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11367,72-69 KISSENA BOULEVARD,KISSENA BOULEVARD,AGUILAR AVENUE,73 AVENUE,,,ADDRESS,Flushing,,,Closed,05/13/2018 08:13:51 PM,04/19/2018 12:00:00 AM,08 QUEENS,QUEENS,1036008.0,204390.0,Unspecified,QUEENS,,,,,,,,40.727528602119534,-73.8132600061202,"(40.727528602119534, -73.8132600061202)"
751232,38934339,2018-04-13 00:00:00,04/19/2018 03:11:11 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207,628 WILSON AVENUE,WILSON AVENUE,COOPER STREET,MOFFAT STREET,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 08:33:50 AM,04/19/2018 03:11:11 PM,04 BROOKLYN,BROOKLYN,1010422.0,190407.0,Unspecified,BROOKLYN,,,,,,,,40.68926130644813,-73.90562712106845,"(40.689261306448124, -73.90562712106846)"
751233,38934338,2018-04-13 00:00:00,04/16/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,58 ORCHARD STREET,ORCHARD STREET,,,,,LATLONG,NEW YORK,,,Closed,05/13/2018 10:58:51 AM,04/16/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,986830.0,200380.0,Unspecified,MANHATTAN,,,,,,,,40.71667317039013,-73.99069302617579,"(40.71667317039013, -73.99069302617578)"
751234,38934064,2018-04-13 00:00:00,04/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,519 WEST  134 STREET,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,05/13/2018 09:05:21 AM,04/17/2018 12:00:00 AM,09 MANHATTAN,MANHATTAN,996940.0,237607.0,Unspecified,MANHATTAN,,,,,,,,40.818842874651295,-73.95415239257144,"(40.8188428746513, -73.95415239257143)"
751235,38933783,2018-04-13 00:00:00,04/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,938 KENT AVENUE,KENT AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 01:08:08 PM,04/17/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,995648.0,191432.0,Unspecified,BROOKLYN,,,,,,,,40.692106051994756,-73.95889852517955,"(40.69210605199476, -73.95889852517955)"
751236,38933782,2018-04-13 00:00:00,04/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,250 CROWN STREET,CROWN STREET,DEARBORN COURT,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 05:27:50 AM,04/13/2018 05:41:47 AM,09 BROOKLYN,BROOKLYN,997561.0,182047.0,Unspecified,BROOKLYN,,,,,,,,40.666343686662,-73.95201873752808,"(40.66634368666201, -73.95201873752808)"
751237,38933699,2018-04-13 00:00:00,04/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306,2360 RICHMOND ROAD,RICHMOND ROAD,BURBANK AVENUE,STEELE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,05/13/2018 07:51:49 PM,04/17/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,951441.0,149538.0,Unspecified,STATEN ISLAND,,,,,,,,40.57706257076735,-74.11810632955303,"(40.577062570767346, -74.11810632955303)"
751238,38933482,2018-04-13 00:00:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,681 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,05/13/2018 11:03:19 AM,04/20/2018 08:35:26 AM,08 BROOKLYN,BROOKLYN,995540.0,185924.0,Unspecified,BROOKLYN,,,,,,,,40.676987989741505,-73.95929720488063,"(40.67698798974151, -73.95929720488063)"
751239,38933416,2018-04-13 00:00:00,04/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10304,470 VANDERBILT AVENUE,VANDERBILT AVENUE,HILLSIDE AVENUE,HAMILTON STREET,,,ADDRESS,STATEN ISLAND,,,Closed,05/13/2018 02:14:27 PM,04/20/2018 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960690.0,163356.0,Unspecified,STATEN ISLAND,,,,,,,,40.61501958097397,-74.08485985354805,"(40.615019580973964, -74.08485985354805)"
751240,38933297,2018-04-13 00:00:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,10473,2115 HOMER AVENUE,HOMER AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,,,ADDRESS,BRONX,,,Assigned,05/13/2018 02:51:23 PM,04/13/2018 02:55:30 PM,09 BRONX,BRONX,1025493.0,238626.0,Unspecified,BRONX,,,,,,,,40.82155257396792,-73.85098733682861,"(40.82155257396792, -73.85098733682861)"
751241,38933166,2018-04-13 00:00:00,04/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11212,1667 PITKIN AVENUE,PITKIN AVENUE,BRISTOL STREET,CHESTER STREET,,,ADDRESS,BROOKLYN,,,Closed,05/13/2018 03:22:39 PM,04/18/2018 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008716.0,183218.0,Unspecified,BROOKLYN,,,,,,,,40.669534020892094,-73.91180483374914,"(40.66953402089209, -73.91180483374914)"
751242,38933088,2018-04-13 00:00:00,04/19/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10474,866 MANIDA STREET,MANIDA STREET,LAFAYETTE AVENUE,GARRISON AVENUE,,,ADDRESS,BRONX,,,Closed,05/13/2018 08:19:10 AM,04/19/2018 12:00:00 AM,02 BRONX,BRONX,1014733.0,237290.0,Unspecified,BRONX,,,,,,,,40.81792931905478,-73.88986968193555,"(40.81792931905478, -73.88986968193554)"
751243,38932982,2018-04-13 00:00:00,04/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,11212,61 SUTTER AVENUE,SUTTER AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,05/13/2018 09:18:12 AM,04/17/2018 12:00:00 AM,16 BROOKLYN,BROOKLYN,1006374.0,181888.0,Unspecified,BROOKLYN,,,,,,,,40.665889631019475,-73.92025164763204,"(40.665889631019475, -73.92025164763204)"
751244,38932981,2018-04-13 00:00:00,04/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10308,358 DOANE AVENUE,DOANE AVENUE,LEVERETT AVENUE,BARLOW AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,05/13/2018 10:52:11 AM,04/18/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,940762.0,142677.0,Unspecified,STATEN ISLAND,,,,,,,,40.55818453689234,-74.15650455496716,"(40.558184536892334, -74.15650455496716)"
751245,38932734,2018-04-13 00:00:00,04/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11691,440 BEACH   47 STREET,BEACH   47 STREET,BEACH CHANNEL DRIVE,NORTON AVENUE,,,ADDRESS,Far Rockaway,,,Closed,05/13/2018 09:44:00 AM,04/24/2018 12:00:00 AM,14 QUEENS,QUEENS,1045813.0,156636.0,Unspecified,QUEENS,,,,,,,,40.59639206260103,-73.7783202669945,"(40.59639206260103, -73.7783202669945)"
