906401,39111457,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,651 BROOKLYN AVENUE,BROOKLYN AVENUE,HAWTHORNE STREET,WINTHROP STREET,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 07:59:26 AM,05/04/2018 08:03:26 AM,09 BROOKLYN,BROOKLYN,999468.0,179035.0,Unspecified,BROOKLYN,,,,,,,,40.65807334136594,-73.94515150328259,"(40.658073341365935, -73.94515150328259)"
906402,39110221,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,651 BROOKLYN AVENUE,BROOKLYN AVENUE,HAWTHORNE STREET,WINTHROP STREET,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 07:54:02 AM,05/04/2018 07:58:21 AM,09 BROOKLYN,BROOKLYN,999468.0,179035.0,Unspecified,BROOKLYN,,,,,,,,40.65807334136594,-73.94515150328259,"(40.658073341365935, -73.94515150328259)"
906403,39109357,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,539 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,06/03/2018 12:14:37 PM,05/04/2018 12:22:39 PM,09 MANHATTAN,MANHATTAN,998820.0,240816.0,Unspecified,MANHATTAN,,,,,,,,40.82764776782164,-73.94735318799134,"(40.82764776782164, -73.94735318799134)"
906404,39109351,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,700 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 09:17:06 PM,05/04/2018 09:26:23 PM,14 BROOKLYN,BROOKLYN,995282.0,174638.0,Unspecified,BROOKLYN,,,,,,,,40.64601073977878,-73.9602458139157,"(40.64601073977878, -73.9602458139157)"
906405,39109350,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,2401 CORTELYOU ROAD,CORTELYOU ROAD,BEDFORD AVENUE,LOTT STREET,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 08:00:24 AM,05/04/2018 08:11:33 AM,17 BROOKLYN,BROOKLYN,996860.0,173983.0,Unspecified,BROOKLYN,,,,,,,,40.64421079999872,-73.95456066273017,"(40.64421079999872, -73.95456066273017)"
906406,39109291,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11215,249 20 STREET,20 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 09:49:03 AM,05/04/2018 09:52:56 AM,07 BROOKLYN,BROOKLYN,986333.0,180356.0,Unspecified,BROOKLYN,,,,,,,,40.66171202747939,-73.99249207232258,"(40.66171202747939, -73.99249207232258)"
906407,39108953,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,11233,1647 ST JOHNS PLACE,ST JOHNS PLACE,BUFFALO AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 03:50:27 PM,05/04/2018 03:54:53 PM,08 BROOKLYN,BROOKLYN,1005636.0,183440.0,Unspecified,BROOKLYN,,,,,,,,40.67015133691202,-73.92290692359644,"(40.67015133691202, -73.92290692359644)"
906408,39108478,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,318 WEST  104 STREET,WEST  104 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,,Closed,06/03/2018 09:00:53 AM,05/04/2018 09:07:27 AM,07 MANHATTAN,MANHATTAN,992575.0,230922.0,Unspecified,MANHATTAN,,,,,,,,40.80049959674224,-73.96993095791588,"(40.800499596742235, -73.96993095791588)"
906409,39107784,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11208,649 PINE STREET,PINE STREET,DUMONT AVENUE,LINDEN BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 11:15:56 AM,05/04/2018 11:22:30 AM,05 BROOKLYN,BROOKLYN,1020466.0,183170.0,Unspecified,BROOKLYN,,,,,,,,40.669362003205364,-73.86944868200297,"(40.66936200320537, -73.86944868200297)"
906410,39107634,2018-05-04 00:00:00,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11216,690 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,,Closed,06/03/2018 03:36:34 PM,05/04/2018 03:38:38 PM,08 BROOKLYN,BROOKLYN,996945.0,185056.0,Unspecified,BROOKLYN,,,,,,,,40.67460362229636,-73.95423352386953,"(40.67460362229636, -73.95423352386953)"
